#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T23:30+0000 #
#####################################################################
#
# device_count = 1000.0, battery_discharge_time = 6, low_battery_threshold = 30, high_battery_threshold = 70, epi_ratio = 3, cloud_epi = 300, seed = 0.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
120.00 776.0 224.0 54.958 3606.6 2069.7 5676.2 0.0 1000.0 166.61 0.16661 2.2000 11.000
240.00 766.0 234.0 54.151 3599.9 2171.8 5768.9 0.0 1000.0 334.61 0.33461 2.2000 11.000
360.00 758.0 242.0 53.348 3582.2 2246.1 5824.5 0.0 1000.0 502.61 0.50261 2.4000 12.000
480.00 751.0 249.0 52.547 3560.4 2311.0 5873.6 0.0 1000.0 670.61 0.67061 2.4000 12.000
600.00 742.0 258.0 51.750 3542.4 2394.6 5937.6 0.0 1000.0 838.61 0.83861 2.4000 12.000
720.00 719.0 281.0 50.960 3498.9 2608.0 6109.8 0.0 1000.0 1006.6 1.0066 2.8000 14.000
840.00 716.0 284.0 50.174 3501.8 2626.6 6126.4 0.0 1000.0 1174.6 1.1746 2.8000 14.000
960.00 705.0 295.0 49.392 3465.6 2738.0 6207.3 0.0 1000.0 1342.6 1.3426 2.8000 14.000
1080.0 693.0 307.0 48.614 3448.6 2849.3 6298.7 0.0 1000.0 1510.6 1.5106 3.0000 15.000
1200.0 686.0 314.0 47.840 3448.8 2914.3 6362.8 0.0 1000.0 1678.6 1.6786 3.0000 15.000
1320.0 678.0 322.0 47.070 3426.5 2988.6 6410.0 0.0 1000.0 1846.6 1.8466 3.0000 15.000
1440.0 664.0 336.0 46.304 3400.6 3118.5 6516.0 0.0 1000.0 2014.6 2.0146 3.2000 16.000
1560.0 653.0 347.0 45.544 3378.0 3220.6 6596.9 0.0 1000.0 2182.6 2.1826 3.4000 17.000
1680.0 645.0 355.0 44.787 3360.7 3285.6 6644.5 0.0 1000.0 2350.6 2.3506 3.4000 17.000
1800.0 629.0 371.0 44.036 3332.1 3443.3 6774.7 0.0 1000.0 2518.6 2.5186 3.6000 18.000
1920.0 617.0 383.0 43.289 3316.2 3545.4 6863.0 0.0 1000.0 2686.6 2.6866 3.6000 18.000
2040.0 611.0 389.0 42.547 3303.1 3610.4 6909.2 0.0 1000.0 2854.6 2.8546 3.8000 19.000
2160.0 604.0 396.0 41.808 3293.3 3675.4 6966.4 0.0 1000.0 3022.6 3.0226 3.8000 19.000
2280.0 592.0 408.0 41.073 3263.9 3786.8 7048.2 0.0 1000.0 3190.6 3.1906 3.8000 19.000
2400.0 581.0 419.0 40.343 3246.2 3888.8 7129.5 0.0 1000.0 3358.6 3.3586 4.0000 20.000
2520.0 572.0 428.0 39.618 3229.1 3972.4 7199.4 0.0 1000.0 3526.6 3.5266 4.0000 20.000
2640.0 566.0 434.0 38.896 3213.3 4018.8 7233.1 1.0 999.0 3694.6 3.6946 4.2000 21.000
2760.0 560.0 440.0 38.180 3199.1 4055.9 7255.1 1.0 999.0 3862.4 3.8624 4.2000 21.000
2880.0 547.0 453.0 37.468 3169.0 4130.2 7295.6 1.0 999.0 4029.5 4.0295 4.2000 21.000
3000.0 537.0 463.0 36.765 3131.2 4158.0 7276.6 1.0 999.0 4195.7 4.1957 4.2000 21.000
3120.0 523.0 477.0 36.074 3087.6 4204.4 7295.9 3.0 997.0 4360.4 4.3604 4.4000 22.000
3240.0 513.0 487.0 35.395 3055.1 4278.7 7327.3 3.0 997.0 4524.2 4.5242 4.4000 22.000
3360.0 500.0 500.0 34.721 3034.7 4380.8 7410.8 3.0 997.0 4687.7 4.6877 4.4000 22.000
3480.0 493.0 507.0 34.055 3002.9 4390.0 7394.9 4.0 996.0 4850.5 4.8505 4.4000 22.000
3600.0 485.0 515.0 33.396 2980.3 4408.6 7389.3 4.0 996.0 5012.2 5.0122 4.6000 23.000
3720.0 475.0 525.0 32.751 2946.4 4427.2 7383.4 7.0 993.0 5172.9 5.1729 4.6000 23.000
3840.0 466.0 534.0 32.121 2908.7 4427.2 7333.7 8.0 992.0 5332.1 5.3321 4.6000 23.000
3960.0 452.0 548.0 31.500 2882.1 4501.4 7376.3 8.0 992.0 5489.9 5.4899 4.6000 23.000
4080.0 445.0 555.0 30.889 2839.8 4501.4 7347.6 9.0 991.0 5646.7 5.6467 4.6000 23.000
4200.0 441.0 559.0 30.286 2824.5 4482.8 7304.5 10.0 990.0 5802.2 5.8022 4.6000 23.000
4320.0 426.0 574.0 29.692 2776.0 4566.4 7342.6 12.0 988.0 5957.0 5.9570 4.6000 23.000
4440.0 420.0 580.0 29.115 2753.4 4584.9 7330.8 16.0 984.0 6110.9 6.1109 4.6000 23.000
4560.0 405.0 595.0 28.554 2722.5 4677.8 7400.8 19.0 981.0 6264.3 6.2643 4.8000 24.000
4680.0 399.0 601.0 28.014 2703.8 4714.9 7419.3 22.0 978.0 6416.8 6.4168 4.8000 24.000
4800.0 392.0 608.0 27.490 2689.0 4742.7 7426.4 25.0 975.0 6568.8 6.5688 4.8000 24.000
4920.0 386.0 614.0 26.984 2652.4 4724.2 7380.9 30.0 970.0 6720.0 6.7200 4.8000 24.000
5040.0 379.0 621.0 26.495 2631.2 4752.0 7389.0 33.0 967.0 6870.0 6.8700 4.8000 24.000
5160.0 372.0 628.0 26.022 2609.4 4789.1 7390.4 36.0 964.0 7019.6 7.0196 4.8000 24.000
5280.0 363.0 637.0 25.569 2576.2 4789.1 7362.1 42.0 958.0 7167.8 7.1678 4.8000 24.000
5400.0 355.0 645.0 25.137 2551.7 4798.4 7355.2 45.0 955.0 7314.7 7.3147 4.8000 24.000
5520.0 341.0 659.0 24.722 2521.8 4919.1 7429.0 46.0 954.0 7460.8 7.4608 5.0000 25.000
5640.0 330.0 670.0 24.326 2479.2 4974.8 7457.0 53.0 947.0 7606.5 7.6065 5.0000 25.000
5760.0 319.0 681.0 23.954 2444.8 5002.6 7449.1 55.0 945.0 7750.7 7.7507 5.2000 26.000
5880.0 307.0 693.0 23.598 2411.9 5076.8 7486.5 57.0 943.0 7894.0 7.8940 5.2000 26.000
6000.0 304.0 696.0 23.255 2389.0 5086.1 7471.7 60.0 940.0 8036.7 8.0367 5.2000 26.000
6120.0 294.0 706.0 22.924 2361.2 5141.8 7501.9 63.0 937.0 8178.9 8.1789 5.2000 26.000
6240.0 282.0 718.0 22.607 2333.2 5253.2 7586.2 64.0 936.0 8320.5 8.3205 5.4000 27.000
6360.0 271.0 729.0 22.303 2298.2 5290.3 7590.8 67.0 933.0 8461.2 8.4612 5.4000 27.000
6480.0 256.0 744.0 22.014 2273.5 5401.7 7674.9 67.0 933.0 8600.6 8.6006 5.6000 28.000
6600.0 247.0 753.0 21.746 2245.4 5475.9 7717.9 74.0 926.0 8739.9 8.7399 5.6000 28.000
6720.0 236.0 764.0 21.494 2210.4 5559.5 7771.8 75.0 925.0 8878.8 8.8788 5.6000 28.000
6840.0 222.0 778.0 21.251 2176.7 5624.4 7808.7 76.0 924.0 9016.9 9.0169 5.8000 29.000
6960.0 213.0 787.0 21.028 2144.0 5680.1 7819.5 79.0 921.0 9153.8 9.1538 5.8000 29.000
7080.0 199.0 801.0 20.818 2108.3 5782.2 7896.0 80.0 921.0 9289.5 9.2895 5.8000 29.000
7200.0 190.0 810.0 20.627 2063.7 5837.9 7901.5 84.0 916.0 9424.6 9.4246 6.0000 30.000
7320.0 183.0 817.0 20.437 2055.6 5921.4 7975.0 82.0 918.0 9558.9 9.5589 6.0000 30.000
7440.0 177.0 823.0 20.259 2017.1 5902.9 7917.2 86.0 914.0 9692.8 9.6928 6.0000 30.000
7560.0 168.0 832.0 20.105 1997.9 5930.7 7933.2 93.0 908.0 9825.3 9.8253 6.0000 30.000
7680.0 164.0 836.0 19.975 1950.3 5875.0 7828.1 96.0 904.0 9956.5 9.9565 6.0000 30.000
7800.0 165.0 835.0 19.861 1935.9 5865.8 7804.9 98.0 902.0 10086 10.086 6.0000 30.000
7920.0 158.0 842.0 19.762 1925.4 5902.9 7826.5 98.0 901.0 10215 10.215 6.0000 30.000
8040.0 153.0 847.0 19.655 1921.9 5856.5 7769.3 101.0 899.0 10343 10.343 6.0000 30.000
8160.0 152.0 848.0 19.567 1877.5 5763.7 7644.6 101.0 899.0 10468 10.468 5.8000 29.000
8280.0 141.0 859.0 19.491 1846.8 5828.6 7670.2 106.0 894.0 10593 10.593 6.0000 30.000
8400.0 135.0 865.0 19.434 1819.1 5800.8 7625.7 109.0 891.0 10717 10.717 6.0000 30.000
8520.0 130.0 870.0 19.405 1794.6 5763.7 7561.4 114.0 886.0 10838 10.838 5.8000 29.000
8640.0 126.0 874.0 19.384 1783.0 5772.9 7557.2 117.0 883.0 10959 10.959 5.8000 29.000
8760.0 116.0 884.0 19.373 1757.5 5782.2 7545.1 117.0 883.0 11080 11.080 5.8000 29.000
8880.0 103.0 897.0 19.373 1704.1 5800.8 7514.3 118.0 882.0 11198 11.198 6.0000 30.000
9000.0 94.0 906.0 19.406 1680.6 5837.9 7517.0 128.0 872.0 11316 11.316 6.0000 30.000
9120.0 90.0 910.0 19.460 1647.2 5856.5 7509.1 127.0 873.0 11432 11.432 6.0000 30.000
9240.0 75.0 925.0 19.535 1590.2 5856.5 7453.0 137.0 863.0 11547 11.547 6.0000 30.000
9360.0 73.0 927.0 19.639 1581.2 5800.8 7388.6 140.0 861.0 11660 11.660 6.0000 30.000
9480.0 76.0 924.0 19.746 1576.0 5726.5 7301.3 141.0 860.0 11772 11.772 5.8000 29.000
9600.0 79.0 921.0 19.865 1579.7 5652.3 7229.1 144.0 856.0 11884 11.884 5.8000 29.000
9720.0 83.0 917.0 19.995 1559.7 5550.2 7111.8 144.0 856.0 11995 11.995 5.6000 28.000
9840.0 85.0 915.0 20.133 1552.1 5448.1 7001.0 150.0 850.0 12104 12.104 5.6000 28.000
9960.0 90.0 910.0 20.298 1546.8 5373.8 6920.2 156.0 844.0 12212 12.212 5.4000 27.000
10080 99.0 901.0 20.477 1545.4 5327.4 6871.6 161.0 839.0 12319 12.319 5.4000 27.000
10200 103.0 897.0 20.672 1549.3 5281.0 6827.0 164.0 836.0 12426 12.426 5.4000 27.000
10320 106.0 894.0 20.891 1526.1 5151.1 6680.2 175.0 825.0 12533 12.533 5.2000 26.000
10440 112.0 888.0 21.141 1511.3 5030.4 6538.0 179.0 821.0 12638 12.638 5.2000 26.000
10560 120.0 880.0 21.424 1502.6 4928.3 6432.0 192.0 809.0 12741 12.741 5.0000 25.000
10680 125.0 875.0 21.729 1507.4 4844.8 6360.6 189.0 810.0 12842 12.842 5.0000 25.000
10800 130.0 870.0 22.036 1479.2 4714.9 6198.1 197.0 803.0 12942 12.942 4.8000 24.000
10920 136.0 864.0 22.361 1488.9 4668.5 6164.9 202.0 799.0 13041 13.041 4.8000 24.000
11040 143.0 857.0 22.700 1499.1 4575.7 6080.4 208.0 792.0 13140 13.140 4.6000 23.000
11160 149.0 851.0 23.058 1512.8 4510.7 6021.6 211.0 789.0 13237 13.237 4.6000 23.000
11280 153.0 847.0 23.432 1501.2 4408.6 5906.1 214.0 786.0 13335 13.335 4.6000 23.000
