#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T16:44+0000 #
#####################################################################
#
# device_count = 31.622776601683796, battery_discharge_time = 6, low_battery_threshold = 30, high_battery_threshold = 100.0, epi_ratio = 30, cloud_epi = 30, seed = 3.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 24.000 7.0000 48.422 112.93 649.69 761.57 0.0000 0.80000 4.0000
240.00 23.000 8.0000 47.619 109.10 742.50 851.94 0.0000 0.80000 4.0000
360.00 22.000 9.0000 46.828 107.25 835.31 944.04 0.0000 1.0000 5.0000
480.00 21.000 10.000 46.059 106.94 928.13 1034.3 0.0000 1.0000 5.0000
600.00 20.000 11.000 45.299 103.21 1020.9 1123.7 0.0000 1.2000 6.0000
720.00 20.000 11.000 44.545 103.90 1020.9 1126.7 0.0000 1.2000 6.0000
840.00 20.000 11.000 43.790 105.80 1020.9 1125.9 0.0000 1.2000 6.0000
960.00 20.000 11.000 43.035 104.39 1020.9 1124.6 0.0000 1.2000 6.0000
1080.0 20.000 11.000 42.281 104.79 1020.9 1125.0 0.0000 1.2000 6.0000
1200.0 20.000 11.000 41.528 103.11 1020.9 1124.4 0.0000 1.2000 6.0000
1320.0 20.000 11.000 40.773 104.26 1020.9 1124.0 0.0000 1.2000 6.0000
1440.0 19.000 12.000 40.031 103.86 1113.8 1216.4 0.0000 1.2000 6.0000
1560.0 19.000 12.000 39.290 100.89 1113.8 1215.1 0.0000 1.2000 6.0000
1680.0 19.000 12.000 38.547 103.04 1113.8 1215.0 0.0000 1.2000 6.0000
1800.0 18.000 13.000 37.809 101.35 1206.6 1307.8 0.0000 1.4000 7.0000
1920.0 18.000 13.000 37.080 100.55 1206.6 1306.6 0.0000 1.4000 7.0000
2040.0 17.000 14.000 36.359 100.45 1299.4 1398.6 0.0000 1.4000 7.0000
2160.0 15.000 16.000 35.653 95.526 1485.0 1579.8 0.0000 1.6000 8.0000
2280.0 15.000 16.000 34.965 96.388 1485.0 1580.5 0.0000 1.6000 8.0000
2400.0 15.000 16.000 34.276 95.327 1485.0 1579.7 0.0000 1.6000 8.0000
