#####################################################################
# Alchemist log file - simulation started at: 2023-05-17T20:36+0000 #
#####################################################################
#
# device_count = 300, battery_discharge_time = 6, balance = [20, 60], epi_ratio = 30, cloud_epi = 30, seed = 2
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
120.00 263.0 37.0 52.606 1134.5 3434.1 4568.0 0.0 300.0 49.885 0.16628 3.6000 18.000
240.00 259.0 41.0 51.757 1126.6 3805.3 4935.3 0.0 300.0 99.414 0.33138 4.0000 20.000
360.00 254.0 46.0 50.914 1125.6 4269.4 5387.4 0.0 300.0 147.45 0.49149 4.4000 22.000
480.00 252.0 48.0 50.077 1117.7 4455.0 5572.2 0.0 300.0 192.55 0.64182 4.6000 23.000
600.00 246.0 54.0 49.246 1112.3 5011.9 6120.7 0.0 300.0 233.80 0.77934 5.2000 26.000
720.00 246.0 54.0 48.418 1108.1 5011.9 6122.8 0.0 300.0 272.33 0.90777 5.2000 26.000
840.00 243.0 57.0 47.593 1100.5 5290.3 6390.2 0.0 300.0 308.56 1.0285 5.4000 27.000
960.00 237.0 63.0 46.774 1090.5 5847.2 6934.4 0.0 300.0 342.46 1.1415 6.0000 30.000
1080.0 236.0 64.0 45.959 1087.4 5940.0 7022.6 0.0 300.0 375.02 1.2501 6.0000 30.000
1200.0 231.0 69.0 45.149 1079.8 6404.1 7482.3 0.0 300.0 408.18 1.3606 6.6000 33.000
1320.0 229.0 71.0 44.343 1074.9 6589.7 7666.9 0.0 300.0 441.87 1.4729 6.6000 33.000
1440.0 226.0 74.0 43.541 1069.6 6868.1 7938.4 0.0 300.0 475.83 1.5861 7.0000 35.000
1560.0 221.0 79.0 42.744 1057.8 7332.2 8393.2 0.0 300.0 510.13 1.7004 7.4000 37.000
