#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T19:00+0000 #
#####################################################################
#
# device_count = 1000.0, battery_discharge_time = 12, low_battery_threshold = 0.0, high_battery_threshold = 70, epi_ratio = 30, cloud_epi = 3, seed = 3.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 1000.0 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 1000.0 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 1000.0 0.0000 54.813 2010.6 0.0000 2013.0 0.0000 0.0000 0.0000
240.00 1000.0 0.0000 54.361 2014.7 0.0000 2015.0 0.0000 0.0000 0.0000
360.00 1000.0 0.0000 53.910 2011.2 0.0000 2008.7 0.0000 0.0000 0.0000
480.00 1000.0 0.0000 53.459 2007.1 0.0000 2010.4 0.0000 0.0000 0.0000
600.00 1000.0 0.0000 53.007 2004.1 0.0000 2008.0 0.0000 0.0000 0.0000
720.00 1000.0 0.0000 52.556 2012.6 0.0000 2013.7 0.0000 0.0000 0.0000
840.00 1000.0 0.0000 52.104 2011.2 0.0000 2009.0 0.0000 0.0000 0.0000
960.00 1000.0 0.0000 51.653 2013.6 0.0000 2011.4 0.0000 0.0000 0.0000
1080.0 1000.0 0.0000 51.202 2012.1 0.0000 2008.6 0.0000 0.0000 0.0000
1200.0 1000.0 0.0000 50.750 2014.6 0.0000 2015.0 0.0000 0.0000 0.0000
1320.0 1000.0 0.0000 50.299 2004.8 0.0000 2010.0 0.0000 0.0000 0.0000
1440.0 1000.0 0.0000 49.847 2010.0 0.0000 2008.7 0.0000 0.0000 0.0000
1560.0 1000.0 0.0000 49.396 2009.9 0.0000 2008.7 0.0000 0.0000 0.0000
1680.0 1000.0 0.0000 48.945 2009.4 0.0000 2007.4 0.0000 0.0000 0.0000
1800.0 1000.0 0.0000 48.493 2009.2 0.0000 2008.9 0.0000 0.0000 0.0000
1920.0 1000.0 0.0000 48.042 2006.7 0.0000 2009.1 0.0000 0.0000 0.0000
2040.0 1000.0 0.0000 47.591 2012.6 0.0000 2006.2 0.0000 0.0000 0.0000
2160.0 999.00 0.0000 47.142 2006.8 0.0000 2008.3 1.0000 0.0000 0.0000
2280.0 999.00 0.0000 46.694 2004.9 0.0000 2004.0 1.0000 0.0000 0.0000
2400.0 999.00 0.0000 46.246 2014.8 0.0000 2013.2 1.0000 0.0000 0.0000
2520.0 998.00 0.0000 45.799 2007.9 0.0000 2006.3 2.0000 0.0000 0.0000
2640.0 993.00 0.0000 45.366 1999.9 0.0000 2001.8 7.0000 0.0000 0.0000
2760.0 991.00 0.0000 44.943 1991.3 0.0000 1989.8 9.0000 0.0000 0.0000
2880.0 991.00 0.0000 44.526 1994.3 0.0000 1994.7 9.0000 0.0000 0.0000
3000.0 986.00 0.0000 44.113 1984.3 0.0000 1985.5 14.000 0.0000 0.0000
3120.0 977.00 0.0000 43.728 1961.7 0.0000 1963.1 23.000 0.0000 0.0000
3240.0 973.00 0.0000 43.369 1954.1 0.0000 1954.2 27.000 0.0000 0.0000
3360.0 969.00 0.0000 43.029 1950.8 0.0000 1945.2 31.000 0.0000 0.0000
3480.0 967.00 0.0000 42.698 1948.5 0.0000 1942.6 33.000 0.0000 0.0000
3600.0 958.00 0.0000 42.391 1926.5 0.0000 1922.0 42.000 0.0000 0.0000
3720.0 948.00 0.0000 42.119 1903.4 0.0000 1906.1 52.000 0.0000 0.0000
3840.0 943.00 0.0000 41.876 1899.2 0.0000 1900.0 57.000 0.0000 0.0000
3960.0 938.00 0.0000 41.653 1884.4 0.0000 1887.1 62.000 0.0000 0.0000
4080.0 932.00 0.0000 41.445 1875.6 0.0000 1874.7 68.000 0.0000 0.0000
4200.0 929.00 0.0000 41.258 1862.6 0.0000 1866.0 71.000 0.0000 0.0000
4320.0 922.00 0.0000 41.083 1852.3 0.0000 1854.9 78.000 0.0000 0.0000
4440.0 918.00 0.0000 40.937 1843.6 0.0000 1846.5 82.000 0.0000 0.0000
4560.0 916.00 0.0000 40.799 1845.1 0.0000 1840.1 85.000 0.0000 0.0000
4680.0 912.00 0.0000 40.678 1834.3 0.0000 1831.3 89.000 0.0000 0.0000
4800.0 907.00 0.0000 40.570 1818.4 0.0000 1820.6 94.000 0.0000 0.0000
4920.0 903.00 0.0000 40.483 1818.0 0.0000 1815.1 98.000 0.0000 0.0000
5040.0 906.00 0.0000 40.408 1805.8 0.0000 1809.4 100.00 0.0000 0.0000
5160.0 897.00 0.0000 40.352 1792.4 0.0000 1794.9 109.00 0.0000 0.0000
5280.0 896.00 0.0000 40.320 1785.8 0.0000 1786.9 111.00 0.0000 0.0000
5400.0 895.00 0.0000 40.292 1782.4 0.0000 1788.4 114.00 0.0000 0.0000
5520.0 897.00 0.0000 40.271 1783.4 0.0000 1779.6 115.00 0.0000 0.0000
5640.0 899.00 0.0000 40.271 1769.5 0.0000 1765.2 122.00 0.0000 0.0000
5760.0 898.00 0.0000 40.290 1755.3 0.0000 1753.3 127.00 0.0000 0.0000
5880.0 896.00 0.0000 40.321 1755.0 0.0000 1752.5 129.00 0.0000 0.0000
6000.0 899.00 0.0000 40.359 1754.9 0.0000 1756.2 129.00 0.0000 0.0000
6120.0 903.00 0.0000 40.397 1753.5 0.0000 1752.3 128.00 0.0000 0.0000
6240.0 904.00 0.0000 40.427 1760.1 0.0000 1762.1 125.00 0.0000 0.0000
6360.0 907.00 0.0000 40.449 1764.3 0.0000 1765.5 123.00 0.0000 0.0000
6480.0 908.00 0.0000 40.470 1759.9 0.0000 1756.4 124.00 0.0000 0.0000
6600.0 908.00 0.0000 40.478 1762.1 0.0000 1764.3 123.00 0.0000 0.0000
6720.0 908.00 0.0000 40.491 1764.7 0.0000 1761.8 123.00 0.0000 0.0000
6840.0 908.00 0.0000 40.518 1750.0 0.0000 1751.0 129.00 0.0000 0.0000
6960.0 908.00 0.0000 40.542 1759.0 0.0000 1758.4 123.00 0.0000 0.0000
7080.0 910.00 0.0000 40.552 1776.3 0.0000 1773.6 119.00 0.0000 0.0000
