#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T03:26+0000 #
#####################################################################
#
# device_count = 100.0, battery_discharge_time = 24, low_battery_threshold = 0.0, high_battery_threshold = 70, epi_ratio = 30, cloud_epi = 3, seed = 2.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 100.00 0.0000 54.321 100.53 0.0000 100.28 0.0000 0.0000 0.0000
240.00 100.00 0.0000 54.096 100.47 0.0000 100.57 0.0000 0.0000 0.0000
360.00 100.00 0.0000 53.870 100.43 0.0000 100.14 0.0000 0.0000 0.0000
480.00 100.00 0.0000 53.644 100.42 0.0000 99.966 0.0000 0.0000 0.0000
600.00 100.00 0.0000 53.419 100.06 0.0000 99.927 0.0000 0.0000 0.0000
720.00 100.00 0.0000 53.193 100.58 0.0000 100.90 0.0000 0.0000 0.0000
840.00 100.00 0.0000 52.967 100.16 0.0000 100.26 0.0000 0.0000 0.0000
960.00 100.00 0.0000 52.741 101.11 0.0000 100.66 0.0000 0.0000 0.0000
1080.0 100.00 0.0000 52.516 101.61 0.0000 100.53 0.0000 0.0000 0.0000
1200.0 100.00 0.0000 52.290 101.09 0.0000 101.61 0.0000 0.0000 0.0000
1320.0 100.00 0.0000 52.064 100.83 0.0000 100.97 0.0000 0.0000 0.0000
1440.0 100.00 0.0000 51.839 100.41 0.0000 99.997 0.0000 0.0000 0.0000
1560.0 100.00 0.0000 51.613 100.14 0.0000 99.720 0.0000 0.0000 0.0000
1680.0 100.00 0.0000 51.387 100.58 0.0000 100.86 0.0000 0.0000 0.0000
1800.0 100.00 0.0000 51.162 101.11 0.0000 100.45 0.0000 0.0000 0.0000
1920.0 100.00 0.0000 50.936 101.43 0.0000 101.39 0.0000 0.0000 0.0000
2040.0 100.00 0.0000 50.710 100.22 0.0000 100.56 0.0000 0.0000 0.0000
2160.0 100.00 0.0000 50.485 100.41 0.0000 100.28 0.0000 0.0000 0.0000
2280.0 100.00 0.0000 50.259 100.72 0.0000 100.89 0.0000 0.0000 0.0000
2400.0 100.00 0.0000 50.033 100.68 0.0000 100.23 0.0000 0.0000 0.0000
2520.0 100.00 0.0000 49.807 101.43 0.0000 101.19 0.0000 0.0000 0.0000
2640.0 100.00 0.0000 49.581 99.563 0.0000 99.533 0.0000 0.0000 0.0000
2760.0 100.00 0.0000 49.356 100.18 0.0000 100.42 0.0000 0.0000 0.0000
2880.0 100.00 0.0000 49.130 100.45 0.0000 100.09 0.0000 0.0000 0.0000
3000.0 100.00 0.0000 48.905 100.26 0.0000 100.38 0.0000 0.0000 0.0000
3120.0 100.00 0.0000 48.679 100.78 0.0000 100.48 0.0000 0.0000 0.0000
3240.0 100.00 0.0000 48.453 100.08 0.0000 100.44 0.0000 0.0000 0.0000
3360.0 100.00 0.0000 48.227 100.05 0.0000 100.13 0.0000 0.0000 0.0000
3480.0 100.00 0.0000 48.002 99.867 0.0000 100.30 0.0000 0.0000 0.0000
3600.0 100.00 0.0000 47.776 100.38 0.0000 100.75 0.0000 0.0000 0.0000
3720.0 100.00 0.0000 47.550 100.12 0.0000 100.61 0.0000 0.0000 0.0000
3840.0 100.00 0.0000 47.324 100.53 0.0000 100.89 0.0000 0.0000 0.0000
3960.0 100.00 0.0000 47.099 100.98 0.0000 100.77 0.0000 0.0000 0.0000
4080.0 100.00 0.0000 46.873 100.03 0.0000 99.708 0.0000 0.0000 0.0000
4200.0 99.000 0.0000 46.676 99.862 0.0000 99.005 1.0000 0.0000 0.0000
4320.0 99.000 0.0000 46.486 99.829 0.0000 99.447 1.0000 0.0000 0.0000
4440.0 99.000 0.0000 46.296 99.443 0.0000 99.451 1.0000 0.0000 0.0000
4560.0 99.000 0.0000 46.106 99.988 0.0000 99.534 1.0000 0.0000 0.0000
4680.0 99.000 0.0000 45.916 99.909 0.0000 100.17 1.0000 0.0000 0.0000
4800.0 99.000 0.0000 45.726 100.00 0.0000 99.292 1.0000 0.0000 0.0000
4920.0 99.000 0.0000 45.535 99.202 0.0000 99.800 1.0000 0.0000 0.0000
5040.0 99.000 0.0000 45.345 98.844 0.0000 99.779 1.0000 0.0000 0.0000
5160.0 99.000 0.0000 45.155 99.655 0.0000 100.01 1.0000 0.0000 0.0000
5280.0 98.000 0.0000 44.996 98.534 0.0000 98.843 2.0000 0.0000 0.0000
5400.0 97.000 0.0000 44.876 96.918 0.0000 97.037 3.0000 0.0000 0.0000
5520.0 97.000 0.0000 44.757 98.193 0.0000 98.040 3.0000 0.0000 0.0000
5640.0 97.000 0.0000 44.638 97.411 0.0000 97.304 3.0000 0.0000 0.0000
5760.0 97.000 0.0000 44.519 97.521 0.0000 97.397 3.0000 0.0000 0.0000
5880.0 97.000 0.0000 44.400 96.579 0.0000 96.907 3.0000 0.0000 0.0000
6000.0 97.000 0.0000 44.281 96.963 0.0000 96.745 3.0000 0.0000 0.0000
6120.0 97.000 0.0000 44.163 97.344 0.0000 97.334 3.0000 0.0000 0.0000
6240.0 96.000 0.0000 44.050 95.749 0.0000 95.974 4.0000 0.0000 0.0000
6360.0 96.000 0.0000 43.967 96.303 0.0000 96.285 4.0000 0.0000 0.0000
6480.0 97.000 0.0000 43.884 96.036 0.0000 95.979 4.0000 0.0000 0.0000
6600.0 97.000 0.0000 43.800 97.223 0.0000 96.463 4.0000 0.0000 0.0000
6720.0 97.000 0.0000 43.717 96.199 0.0000 95.733 4.0000 0.0000 0.0000
6840.0 97.000 0.0000 43.634 96.094 0.0000 95.635 4.0000 0.0000 0.0000
6960.0 96.000 0.0000 43.552 95.695 0.0000 95.171 5.0000 0.0000 0.0000
7080.0 95.000 0.0000 43.538 94.485 0.0000 94.607 6.0000 0.0000 0.0000
7200.0 94.000 0.0000 43.558 93.479 0.0000 94.236 7.0000 0.0000 0.0000
7320.0 94.000 0.0000 43.581 93.649 0.0000 93.952 7.0000 0.0000 0.0000
