#####################################################################
# Alchemist log file - simulation started at: 2023-05-11T19:51+0000 #
#####################################################################
#
# device_count = 31.622776601683796, battery_discharge_time = 12, low_battery_threshold = 0.0, high_battery_threshold = 100.0, epi_ratio = 3, cloud_epi = 30, seed = 0.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 31.000 0.0000 55.847 31.389 0.0000 31.386 0.0000 0.0000 0.0000
240.00 31.000 0.0000 55.621 31.338 0.0000 31.404 0.0000 0.0000 0.0000
360.00 31.000 0.0000 55.396 31.251 0.0000 31.168 0.0000 0.0000 0.0000
480.00 31.000 0.0000 55.170 31.277 0.0000 31.203 0.0000 0.0000 0.0000
600.00 31.000 0.0000 54.945 31.030 0.0000 31.060 0.0000 0.0000 0.0000
720.00 31.000 0.0000 54.719 30.998 0.0000 30.989 0.0000 0.0000 0.0000
840.00 31.000 0.0000 54.493 31.444 0.0000 31.210 0.0000 0.0000 0.0000
960.00 31.000 0.0000 54.267 31.197 0.0000 30.916 0.0000 0.0000 0.0000
1080.0 31.000 0.0000 54.042 31.290 0.0000 31.406 0.0000 0.0000 0.0000
1200.0 31.000 0.0000 53.816 31.276 0.0000 31.390 0.0000 0.0000 0.0000
1320.0 31.000 0.0000 53.590 31.174 0.0000 31.172 0.0000 0.0000 0.0000
1440.0 31.000 0.0000 53.364 31.324 0.0000 31.073 0.0000 0.0000 0.0000
1560.0 31.000 0.0000 53.138 30.936 0.0000 31.071 0.0000 0.0000 0.0000
1680.0 31.000 0.0000 52.913 30.789 0.0000 30.872 0.0000 0.0000 0.0000
1800.0 31.000 0.0000 52.687 31.259 0.0000 30.781 0.0000 0.0000 0.0000
1920.0 31.000 0.0000 52.461 31.355 0.0000 31.314 0.0000 0.0000 0.0000
2040.0 31.000 0.0000 52.235 30.979 0.0000 30.900 0.0000 0.0000 0.0000
2160.0 31.000 0.0000 52.009 31.004 0.0000 31.103 0.0000 0.0000 0.0000
2280.0 31.000 0.0000 51.783 30.832 0.0000 31.112 0.0000 0.0000 0.0000
2400.0 31.000 0.0000 51.558 31.243 0.0000 31.198 0.0000 0.0000 0.0000
