#####################################################################
# Alchemist log file - simulation started at: 2023-05-15T02:59+0000 #
#####################################################################
#
# device_count = 1000.0, battery_discharge_time = 6, low_battery_threshold = 30, high_battery_threshold = 100, epi_ratio = 3, cloud_epi = 300, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
120.00 778.0 222.0 54.174 3605.6 2060.4 5662.3 0.0 1000.0 166.58 0.16658 2.2000 11.000
240.00 767.0 233.0 53.366 3586.8 2162.5 5755.0 0.0 1000.0 334.58 0.33458 2.2000 11.000
360.00 756.0 244.0 52.563 3573.0 2264.6 5832.5 0.0 1000.0 502.58 0.50258 2.4000 12.000
480.00 745.0 255.0 51.765 3539.5 2366.7 5914.0 0.0 1000.0 670.58 0.67058 2.4000 12.000
600.00 733.0 267.0 50.971 3524.9 2478.1 6009.2 0.0 1000.0 838.58 0.83858 2.6000 13.000
720.00 718.0 282.0 50.182 3506.1 2617.3 6115.8 0.0 1000.0 1006.6 1.0066 2.8000 14.000
840.00 709.0 291.0 49.399 3497.6 2700.8 6197.8 0.0 1000.0 1174.6 1.1746 2.8000 14.000
960.00 705.0 295.0 48.618 3472.7 2738.0 6212.6 0.0 1000.0 1342.6 1.3426 2.8000 14.000
1080.0 696.0 304.0 47.840 3454.0 2821.5 6274.7 0.0 1000.0 1510.6 1.5106 3.0000 15.000
1200.0 687.0 313.0 47.066 3436.3 2905.0 6340.9 0.0 1000.0 1678.6 1.6786 3.0000 15.000
1320.0 680.0 320.0 46.295 3422.3 2970.0 6395.0 0.0 1000.0 1846.6 1.8466 3.0000 15.000
1440.0 669.0 331.0 45.528 3410.1 3072.1 6478.0 0.0 1000.0 2014.6 2.0146 3.2000 16.000
1560.0 664.0 336.0 44.763 3395.1 3118.5 6512.6 0.0 1000.0 2182.6 2.1826 3.2000 16.000
1680.0 649.0 351.0 44.003 3370.0 3257.7 6636.6 0.0 1000.0 2350.6 2.3506 3.4000 17.000
1800.0 642.0 358.0 43.248 3350.7 3322.7 6677.8 0.0 1000.0 2518.6 2.5186 3.4000 17.000
1920.0 633.0 367.0 42.496 3339.7 3406.2 6741.7 0.0 1000.0 2686.6 2.6866 3.6000 18.000
2040.0 622.0 378.0 41.748 3326.3 3508.3 6828.1 0.0 1000.0 2854.6 2.8546 3.6000 18.000
2160.0 610.0 390.0 41.005 3294.4 3619.7 6920.2 0.0 1000.0 3022.6 3.0226 3.8000 19.000
2280.0 597.0 403.0 40.267 3266.5 3740.3 7007.7 0.0 1000.0 3190.6 3.1906 3.8000 19.000
2400.0 586.0 414.0 39.534 3251.1 3842.4 7106.9 0.0 1000.0 3358.6 3.3586 4.0000 20.000
2520.0 576.0 424.0 38.805 3241.1 3935.3 7168.0 0.0 1000.0 3526.6 3.5266 4.0000 20.000
2640.0 565.0 435.0 38.081 3206.2 4037.3 7249.7 0.0 1000.0 3694.6 3.6946 4.2000 21.000
2760.0 549.0 451.0 37.363 3187.0 4167.3 7349.5 0.0 1000.0 3862.5 3.8625 4.2000 21.000
2880.0 537.0 463.0 36.654 3155.4 4204.4 7350.4 0.0 1000.0 4029.2 4.0292 4.4000 22.000
3000.0 528.0 472.0 35.952 3121.7 4287.9 7411.0 1.0 999.0 4195.5 4.1955 4.4000 22.000
3120.0 518.0 482.0 35.258 3091.4 4334.3 7432.6 1.0 999.0 4361.5 4.3615 4.4000 22.000
3240.0 506.0 494.0 34.572 3072.1 4417.9 7483.9 2.0 998.0 4526.6 4.5266 4.6000 23.000
3360.0 493.0 507.0 33.894 3021.3 4455.0 7479.4 2.0 998.0 4691.0 4.6910 4.6000 23.000
3480.0 483.0 517.0 33.227 3000.2 4501.4 7498.7 4.0 996.0 4854.0 4.8540 4.6000 23.000
3600.0 472.0 528.0 32.574 2963.0 4566.4 7525.7 5.0 995.0 5016.3 5.0163 4.6000 23.000
3720.0 465.0 535.0 31.932 2932.7 4538.5 7467.6 6.0 994.0 5177.4 5.1774 4.6000 23.000
3840.0 457.0 543.0 31.298 2905.4 4566.4 7466.9 7.0 993.0 5337.2 5.3372 4.6000 23.000
3960.0 451.0 549.0 30.672 2886.4 4575.7 7460.1 9.0 991.0 5496.3 5.4963 4.6000 23.000
4080.0 434.0 566.0 30.059 2843.3 4714.9 7556.2 9.0 991.0 5654.8 5.6548 4.8000 24.000
4200.0 421.0 579.0 29.456 2795.8 4752.0 7554.3 9.0 991.0 5812.0 5.8120 4.8000 24.000
4320.0 415.0 585.0 28.860 2773.4 4742.7 7509.1 9.0 991.0 5968.0 5.9680 4.8000 24.000
4440.0 401.0 599.0 28.273 2749.3 4835.5 7587.5 11.0 989.0 6123.2 6.1232 5.0000 25.000
4560.0 392.0 608.0 27.702 2704.2 4835.5 7540.0 13.0 987.0 6277.5 6.2775 5.0000 25.000
4680.0 381.0 619.0 27.147 2679.2 4909.8 7595.8 17.0 983.0 6430.6 6.4306 5.0000 25.000
4800.0 367.0 633.0 26.607 2640.3 4993.3 7633.3 18.0 982.0 6583.2 6.5832 5.0000 25.000
4920.0 355.0 645.0 26.091 2600.8 5049.0 7651.5 28.0 973.0 6734.9 6.7349 5.2000 26.000
5040.0 350.0 650.0 25.610 2563.5 4984.0 7553.9 33.0 967.0 6885.2 6.8852 5.0000 25.000
5160.0 339.0 661.0 25.150 2518.7 4974.8 7499.5 33.0 967.0 7032.9 7.0329 5.0000 25.000
5280.0 326.0 674.0 24.706 2489.0 5067.6 7555.1 38.0 962.0 7179.7 7.1797 5.2000 26.000
5400.0 313.0 687.0 24.275 2472.5 5160.4 7627.7 38.0 962.0 7326.1 7.3261 5.2000 26.000
5520.0 303.0 697.0 23.863 2424.1 5169.7 7594.4 42.0 958.0 7471.6 7.4716 5.2000 26.000
5640.0 293.0 707.0 23.474 2385.9 5225.3 7616.1 49.0 951.0 7615.7 7.6157 5.4000 27.000
5760.0 284.0 716.0 23.103 2360.1 5262.5 7626.2 51.0 949.0 7759.0 7.7590 5.4000 27.000
5880.0 275.0 725.0 22.755 2350.6 5327.4 7679.1 55.0 945.0 7901.7 7.9017 5.4000 27.000
6000.0 264.0 736.0 22.426 2319.1 5401.7 7721.1 60.0 940.0 8044.2 8.0442 5.6000 28.000
6120.0 245.0 755.0 22.119 2282.9 5578.0 7863.5 64.0 936.0 8186.4 8.1864 5.6000 28.000
6240.0 237.0 763.0 21.826 2259.4 5596.6 7855.6 66.0 934.0 8328.1 8.3281 5.6000 28.000
6360.0 229.0 771.0 21.549 2232.1 5643.0 7876.9 71.0 929.0 8468.9 8.4689 5.8000 29.000
6480.0 218.0 782.0 21.292 2217.4 5717.3 7937.7 74.0 926.0 8608.9 8.6089 5.8000 29.000
6600.0 211.0 789.0 21.051 2167.3 5698.7 7869.1 79.0 921.0 8747.8 8.7478 5.8000 29.000
6720.0 203.0 797.0 20.836 2150.5 5717.3 7866.1 81.0 919.0 8885.4 8.8854 5.8000 29.000
6840.0 195.0 805.0 20.633 2123.4 5763.7 7892.9 84.0 916.0 9022.2 9.0222 5.8000 29.000
6960.0 185.0 815.0 20.442 2105.3 5800.8 7902.9 86.0 914.0 9158.3 9.1583 6.0000 30.000
7080.0 174.0 826.0 20.260 2076.7 5893.6 7963.9 88.0 912.0 9293.9 9.2939 6.0000 30.000
7200.0 166.0 834.0 20.102 2043.7 5902.9 7948.6 93.0 907.0 9428.8 9.4288 6.0000 30.000
7320.0 155.0 845.0 19.950 2022.2 6005.0 8023.6 92.0 908.0 9562.8 9.5628 6.2000 31.000
7440.0 143.0 857.0 19.814 2003.9 6079.2 8080.8 96.0 904.0 9696.3 9.6963 6.2000 31.000
7560.0 133.0 867.0 19.694 1955.9 6088.5 8038.8 98.0 902.0 9828.4 9.8284 6.2000 31.000
7680.0 126.0 874.0 19.584 1934.1 6088.5 8021.2 98.0 902.0 9958.8 9.9588 6.2000 31.000
7800.0 110.0 890.0 19.484 1874.3 6162.8 8039.9 98.0 902.0 10087 10.087 6.2000 31.000
7920.0 105.0 895.0 19.389 1855.7 6134.9 7992.6 97.0 903.0 10215 10.215 6.2000 31.000
8040.0 97.0 903.0 19.295 1819.2 6125.6 7942.0 98.0 902.0 10341 10.341 6.2000 31.000
8160.0 87.0 913.0 19.221 1787.3 6134.9 7923.8 102.0 898.0 10465 10.465 6.2000 31.000
8280.0 76.0 924.0 19.165 1752.9 6209.2 7952.5 105.0 895.0 10588 10.588 6.4000 32.000
8400.0 67.0 933.0 19.134 1733.5 6255.6 7991.1 110.0 890.0 10711 10.711 6.4000 32.000
8520.0 61.0 939.0 19.117 1719.7 6292.7 8010.3 108.0 892.0 10833 10.833 6.4000 32.000
8640.0 56.0 944.0 19.096 1697.3 6264.8 7954.0 114.0 886.0 10955 10.955 6.4000 32.000
8760.0 44.0 956.0 19.112 1646.7 6311.3 7960.7 120.0 880.0 11075 11.075 6.4000 32.000
8880.0 34.0 966.0 19.150 1624.9 6385.5 8014.8 122.0 878.0 11194 11.194 6.4000 32.000
9000.0 22.0 978.0 19.203 1601.7 6469.0 8067.4 124.0 876.0 11314 11.314 6.6000 33.000
9120.0 13.0 987.0 19.270 1558.4 6450.5 8008.0 131.0 869.0 11432 11.432 6.6000 33.000
9240.0 6.0 994.0 19.360 1532.7 6469.0 8004.8 132.0 868.0 11549 11.549 6.6000 33.000
9360.0 0.0 1000.0 19.453 1519.2 6515.4 8031.7 127.0 873.0 11666 11.666 6.6000 33.000
9480.0 0.0 1000.0 19.549 1507.1 6441.2 7941.5 134.0 866.0 11781 11.781 6.6000 33.000
9600.0 0.0 1000.0 19.666 1489.2 6376.2 7863.4 138.0 862.0 11894 11.894 6.4000 32.000
9720.0 0.0 1000.0 19.809 1469.1 6274.1 7743.3 145.0 855.0 12007 12.007 6.4000 32.000
9840.0 0.0 1000.0 19.965 1455.6 6218.4 7674.0 149.0 851.0 12118 12.118 6.4000 32.000
9960.0 0.0 1000.0 20.150 1435.6 6153.5 7584.4 157.0 843.0 12228 12.228 6.2000 31.000
10080 0.0 1000.0 20.362 1408.7 6042.1 7454.7 162.0 838.0 12336 12.336 6.2000 31.000
10200 0.0 1000.0 20.588 1390.7 5977.1 7378.9 162.0 838.0 12444 12.444 6.0000 30.000
10320 0.0 1000.0 20.815 1376.4 5902.9 7281.0 161.0 839.0 12550 12.550 6.0000 30.000
10440 0.0 1000.0 21.058 1358.2 5828.6 7189.9 171.0 829.0 12654 12.654 6.0000 30.000
10560 0.0 1000.0 21.339 1355.8 5782.2 7139.4 177.0 822.0 12758 12.758 5.8000 29.000
10680 0.0 1000.0 21.646 1337.2 5698.7 7042.3 182.0 818.0 12860 12.860 5.8000 29.000
10800 0.0 1000.0 21.969 1323.3 5643.0 6962.7 189.0 811.0 12960 12.960 5.8000 29.000
10920 0.0 1000.0 22.308 1306.3 5596.6 6900.3 188.0 812.0 13059 13.059 5.6000 28.000
11040 0.0 1000.0 22.644 1285.9 5513.1 6799.2 191.0 810.0 13157 13.157 5.6000 28.000
11160 0.0 1000.0 22.993 1287.3 5503.8 6788.4 194.0 807.0 13254 13.254 5.6000 28.000
