#####################################################################
# Alchemist log file - simulation started at: 2023-05-12T09:02+0000 #
#####################################################################
#
# device_count = 1000.0, battery_discharge_time = 12, low_battery_threshold = 30, high_battery_threshold = 70, epi_ratio = 30, cloud_epi = 300, seed = 11.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 1000.0 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 1000.0 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 775.00 225.00 54.675 900.30 5220.7 6122.8 0.0000 5.4000 27.000
240.00 774.00 226.00 54.472 898.35 5243.9 6143.1 0.0000 5.4000 27.000
360.00 772.00 228.00 54.270 902.53 5290.3 6192.0 0.0000 5.4000 27.000
480.00 770.00 230.00 54.068 896.82 5336.7 6232.6 0.0000 5.4000 27.000
600.00 767.00 233.00 53.867 897.31 5406.3 6303.4 0.0000 5.6000 28.000
720.00 766.00 234.00 53.666 896.95 5429.5 6325.7 0.0000 5.6000 28.000
840.00 765.00 235.00 53.464 897.43 5452.7 6350.4 0.0000 5.6000 28.000
960.00 764.00 236.00 53.263 893.95 5475.9 6369.6 0.0000 5.6000 28.000
1080.0 762.00 238.00 53.062 895.72 5522.3 6417.8 0.0000 5.6000 28.000
1200.0 762.00 238.00 52.861 894.77 5522.3 6416.9 0.0000 5.6000 28.000
1320.0 754.00 246.00 52.661 893.09 5708.0 6601.5 0.0000 5.8000 29.000
1440.0 751.00 249.00 52.461 890.08 5777.6 6668.5 0.0000 5.8000 29.000
1560.0 747.00 253.00 52.261 888.39 5870.4 6759.7 0.0000 6.0000 30.000
1680.0 745.00 255.00 52.062 884.67 5916.8 6802.7 0.0000 6.0000 30.000
1800.0 744.00 256.00 51.863 885.54 5940.0 6826.2 0.0000 6.0000 30.000
1920.0 744.00 256.00 51.664 887.04 5940.0 6827.8 0.0000 6.0000 30.000
2040.0 741.00 259.00 51.465 883.98 6009.6 6895.1 0.0000 6.2000 31.000
2160.0 738.00 262.00 51.267 882.90 6079.2 6964.3 0.0000 6.2000 31.000
2280.0 735.00 265.00 51.068 881.88 6148.8 7032.5 0.0000 6.2000 31.000
2400.0 733.00 267.00 50.870 880.66 6195.2 7077.7 0.0000 6.2000 31.000
2520.0 732.00 268.00 50.672 880.26 6218.4 7098.2 0.0000 6.4000 32.000
2640.0 731.00 269.00 50.475 880.01 6241.6 7122.6 0.0000 6.4000 32.000
2760.0 726.00 274.00 50.277 878.94 6357.7 7237.6 0.0000 6.4000 32.000
2880.0 725.00 275.00 50.080 880.64 6380.9 7261.0 0.0000 6.4000 32.000
3000.0 719.00 281.00 49.883 876.98 6496.9 7375.5 0.0000 6.6000 33.000
3120.0 712.00 288.00 49.687 874.25 6682.5 7554.9 0.0000 6.8000 34.000
3240.0 708.00 292.00 49.492 870.09 6775.3 7645.3 0.0000 6.8000 34.000
3360.0 705.00 295.00 49.297 869.29 6844.9 7714.6 0.0000 7.0000 35.000
3480.0 705.00 295.00 49.102 868.98 6844.9 7713.0 0.0000 7.0000 35.000
3600.0 702.00 298.00 48.907 866.90 6914.5 7781.8 0.0000 7.0000 35.000
3720.0 699.00 301.00 48.712 867.91 6984.1 7850.6 0.0000 7.0000 35.000
3840.0 695.00 305.00 48.518 862.98 7077.0 7938.3 0.0000 7.2000 36.000
3960.0 690.00 310.00 48.324 858.35 7193.0 8053.8 0.0000 7.2000 36.000
4080.0 690.00 310.00 48.131 862.71 7193.0 8056.1 0.0000 7.2000 36.000
4200.0 688.00 312.00 47.938 862.49 7216.2 8077.4 0.0000 7.4000 37.000
4320.0 684.00 316.00 47.745 860.64 7332.2 8192.3 0.0000 7.4000 37.000
4440.0 682.00 318.00 47.552 858.54 7378.6 8235.5 0.0000 7.4000 37.000
4560.0 677.00 323.00 47.360 856.28 7494.6 8350.1 0.0000 7.6000 38.000
4680.0 674.00 326.00 47.168 855.87 7564.2 8421.5 0.0000 7.6000 38.000
4800.0 674.00 326.00 46.976 853.21 7564.2 8417.7 0.0000 7.6000 38.000
4920.0 671.00 329.00 46.785 854.85 7633.8 8488.4 0.0000 7.8000 39.000
5040.0 670.00 330.00 46.593 853.15 7657.0 8508.6 0.0000 7.8000 39.000
5160.0 668.00 332.00 46.402 851.86 7703.4 8556.0 0.0000 7.8000 39.000
5280.0 666.00 334.00 46.211 852.75 7749.8 8603.2 0.0000 7.8000 39.000
5400.0 663.00 337.00 46.020 848.54 7819.5 8667.4 0.0000 8.0000 40.000
5520.0 661.00 339.00 45.830 848.04 7865.9 8713.5 0.0000 8.0000 40.000
5640.0 658.00 342.00 45.640 845.14 7935.5 8781.4 0.0000 8.0000 40.000
5760.0 654.00 346.00 45.450 841.78 8028.3 8872.4 0.0000 8.2000 41.000
5880.0 653.00 347.00 45.260 846.78 8051.5 8897.4 0.0000 8.2000 41.000
6000.0 650.00 350.00 45.071 840.75 8121.1 8962.7 0.0000 8.2000 41.000
6120.0 650.00 350.00 44.882 842.82 8121.1 8963.1 0.0000 8.2000 41.000
6240.0 648.00 353.00 44.693 840.75 8167.5 9009.1 0.0000 8.2000 41.000
6360.0 646.00 354.00 44.504 840.99 8213.9 9055.5 0.0000 8.4000 42.000
6480.0 643.00 357.00 44.315 843.13 8283.5 9123.8 0.0000 8.4000 42.000
6600.0 639.00 361.00 44.127 837.13 8376.3 9215.0 0.0000 8.4000 42.000
6720.0 637.00 363.00 43.939 838.17 8422.7 9264.3 0.0000 8.6000 43.000
6840.0 635.00 365.00 43.751 834.00 8469.1 9304.1 0.0000 8.6000 43.000
6960.0 631.00 369.00 43.564 836.74 8562.0 9396.3 0.0000 8.6000 43.000
7080.0 627.00 373.00 43.376 829.54 8654.8 9486.6 0.0000 8.8000 44.000
7200.0 625.00 375.00 43.190 831.03 8701.2 9531.8 0.0000 8.8000 44.000
7320.0 623.00 377.00 43.003 828.96 8747.6 9577.7 0.0000 8.8000 44.000
7440.0 620.00 380.00 42.817 830.39 8817.2 9645.9 0.0000 9.0000 45.000
