#####################################################################
# Alchemist log file - simulation started at: 2023-05-15T02:22+0000 #
#####################################################################
#
# device_count = 100.0, battery_discharge_time = 6, low_battery_threshold = 30, high_battery_threshold = 70, epi_ratio = 30, cloud_epi = 3, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
120.00 77.0 23.0 54.796 355.93 2134.7 2492.1 0.0 100.0 16.660 0.16660 2.2000 11.000
240.00 77.0 23.0 53.989 359.71 2134.7 2497.3 0.0 100.0 33.460 0.33460 2.2000 11.000
360.00 77.0 23.0 53.182 354.58 2134.7 2492.7 0.0 100.0 50.260 0.50260 2.2000 11.000
480.00 75.0 25.0 52.379 356.77 2320.3 2677.0 0.0 100.0 67.060 0.67060 2.4000 12.000
600.00 74.0 26.0 51.583 354.78 2413.1 2767.0 0.0 100.0 83.860 0.83860 2.6000 13.000
720.00 74.0 26.0 50.789 355.61 2413.1 2769.6 0.0 100.0 100.66 1.0066 2.6000 13.000
840.00 74.0 26.0 49.996 353.61 2413.1 2767.3 0.0 100.0 117.46 1.1746 2.6000 13.000
960.00 73.0 27.0 49.205 350.64 2505.9 2855.6 0.0 100.0 134.26 1.3426 2.6000 13.000
1080.0 72.0 28.0 48.416 350.40 2598.8 2950.8 0.0 100.0 151.06 1.5106 2.6000 13.000
1200.0 69.0 31.0 47.635 343.29 2877.2 3222.8 0.0 100.0 167.86 1.6786 3.0000 15.000
1320.0 68.0 32.0 46.864 344.38 2970.0 3313.0 0.0 100.0 184.66 1.8466 3.0000 15.000
1440.0 66.0 34.0 46.102 339.60 3155.6 3494.6 0.0 100.0 201.46 2.0146 3.2000 16.000
1560.0 66.0 34.0 45.342 337.17 3155.6 3492.3 0.0 100.0 218.26 2.1826 3.2000 16.000
1680.0 65.0 35.0 44.585 336.74 3248.4 3585.8 0.0 100.0 235.06 2.3506 3.4000 17.000
1800.0 64.0 36.0 43.831 335.20 3341.3 3674.8 0.0 100.0 251.86 2.5186 3.4000 17.000
1920.0 63.0 37.0 43.080 331.69 3434.1 3768.0 0.0 100.0 268.66 2.6866 3.6000 18.000
2040.0 63.0 37.0 42.332 333.38 3434.1 3765.7 0.0 100.0 285.46 2.8546 3.6000 18.000
2160.0 63.0 37.0 41.584 334.78 3434.1 3767.1 0.0 100.0 302.26 3.0226 3.6000 18.000
2280.0 61.0 39.0 40.839 326.08 3619.7 3948.1 0.0 100.0 319.06 3.1906 3.8000 19.000
2400.0 60.0 40.0 40.099 328.77 3712.5 4041.8 0.0 100.0 335.86 3.3586 3.8000 19.000
2520.0 60.0 40.0 39.363 326.69 3712.5 4036.8 0.0 100.0 352.66 3.5266 3.8000 19.000
2640.0 60.0 40.0 38.626 331.60 3712.5 4043.2 0.0 100.0 369.46 3.6946 3.8000 19.000
2760.0 57.0 43.0 37.899 320.88 3990.9 4313.1 0.0 100.0 386.26 3.8626 4.0000 20.000
2880.0 57.0 43.0 37.178 321.44 3898.1 4218.6 0.0 100.0 403.00 4.0300 4.0000 20.000
3000.0 52.0 48.0 36.466 310.27 4362.2 4669.8 0.0 100.0 419.63 4.1963 4.4000 22.000
3120.0 52.0 48.0 35.769 313.58 4362.2 4674.0 0.0 100.0 436.26 4.3626 4.4000 22.000
3240.0 52.0 48.0 35.072 309.23 4362.2 4673.8 0.0 100.0 452.90 4.5290 4.4000 22.000
3360.0 52.0 48.0 34.373 311.49 4362.2 4674.5 0.0 100.0 469.53 4.6953 4.4000 22.000
3480.0 50.0 50.0 33.677 307.87 4547.8 4854.8 0.0 100.0 486.16 4.8616 4.6000 23.000
3600.0 48.0 52.0 32.994 297.64 4455.0 4751.9 0.0 100.0 502.67 5.0267 4.6000 23.000
3720.0 48.0 52.0 32.331 293.84 4362.2 4655.8 0.0 100.0 518.70 5.1870 4.4000 22.000
3840.0 47.0 53.0 31.673 290.50 4455.0 4746.6 0.0 100.0 534.66 5.3466 4.6000 23.000
3960.0 47.0 53.0 31.031 291.10 4362.2 4655.1 1.0 99.0 550.53 5.5053 4.4000 22.000
4080.0 46.0 54.0 30.412 288.58 4455.0 4743.3 1.0 99.0 566.32 5.6632 4.6000 23.000
4200.0 46.0 54.0 29.803 294.11 4455.0 4747.9 2.0 98.0 582.11 5.8211 4.6000 23.000
4320.0 45.0 55.0 29.225 286.87 4547.8 4834.4 2.0 98.0 597.91 5.9791 4.6000 23.000
4440.0 44.0 56.0 28.652 282.08 4547.8 4832.6 2.0 98.0 613.63 6.1363 4.6000 23.000
4560.0 41.0 59.0 28.092 278.25 4826.3 5102.2 2.0 98.0 629.25 6.2925 5.0000 25.000
