#####################################################################
# Alchemist log file - simulation started at: 2023-05-16T01:30+0000 #
#####################################################################
#
# device_count = 300, battery_discharge_time = 6, balance = [101, 101], epi_ratio = 3, cloud_epi = 300, seed = 3.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
120.00 0.0 300.0 55.168 646.59 2784.4 3436.3 0.0 300.0 49.941 0.16647 2.8000 14.000
240.00 0.0 300.0 54.681 655.67 2784.4 3436.4 0.0 300.0 99.300 0.33100 2.8000 14.000
360.00 0.0 300.0 54.195 650.36 2784.4 3434.7 0.0 300.0 146.88 0.48959 2.8000 14.000
480.00 0.0 300.0 53.709 644.91 2784.4 3435.9 0.0 300.0 192.14 0.64045 2.8000 14.000
600.00 0.0 300.0 53.223 645.78 2784.4 3430.8 0.0 300.0 235.82 0.78605 2.8000 14.000
720.00 0.0 300.0 52.737 644.47 2784.4 3436.1 0.0 300.0 276.58 0.92195 2.8000 14.000
840.00 0.0 300.0 52.251 647.90 2784.4 3434.6 0.0 300.0 315.55 1.0518 2.8000 14.000
960.00 0.0 300.0 51.765 656.73 2784.4 3441.2 0.0 300.0 351.43 1.1714 2.8000 14.000
1080.0 0.0 300.0 51.278 653.95 2784.4 3435.6 0.0 300.0 385.50 1.2850 2.8000 14.000
1200.0 0.0 300.0 50.792 646.72 2784.4 3433.5 0.0 300.0 418.04 1.3935 2.8000 14.000
1320.0 0.0 300.0 50.306 646.29 2784.4 3434.4 0.0 300.0 448.92 1.4964 2.8000 14.000
1440.0 0.0 300.0 49.820 647.88 2784.4 3432.7 0.0 300.0 479.29 1.5976 2.8000 14.000
1560.0 0.0 300.0 49.334 653.43 2784.4 3435.7 0.0 300.0 509.59 1.6986 2.8000 14.000
