#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T23:21+0000 #
#####################################################################
#
# device_count = 10.0, battery_discharge_time = 12, low_battery_threshold = 30, high_battery_threshold = 100.0, epi_ratio = 3, cloud_epi = 300, seed = 3.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 10.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 10.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 8.0000 2.0000 45.107 17.870 9.2813 27.546 0.0000 0.20000 1.0000
240.00 8.0000 2.0000 44.698 18.467 9.2813 27.703 0.0000 0.20000 1.0000
360.00 8.0000 2.0000 44.288 18.507 9.2813 27.746 0.0000 0.20000 1.0000
480.00 8.0000 2.0000 43.879 18.151 9.2813 27.608 0.0000 0.20000 1.0000
600.00 8.0000 2.0000 43.470 17.883 9.2813 27.016 0.0000 0.20000 1.0000
720.00 8.0000 2.0000 43.060 18.231 9.2813 27.530 0.0000 0.20000 1.0000
840.00 7.0000 3.0000 42.661 17.089 13.922 31.501 0.0000 0.20000 1.0000
960.00 7.0000 3.0000 42.271 17.781 13.922 30.897 0.0000 0.20000 1.0000
1080.0 6.0000 4.0000 41.883 17.237 18.563 36.252 0.0000 0.20000 1.0000
1200.0 6.0000 4.0000 41.515 16.505 18.563 35.139 0.0000 0.20000 1.0000
1320.0 6.0000 4.0000 41.146 16.057 18.563 35.192 0.0000 0.20000 1.0000
1440.0 6.0000 4.0000 40.778 17.228 18.563 35.211 0.0000 0.20000 1.0000
1560.0 6.0000 4.0000 40.409 16.342 18.563 34.743 0.0000 0.20000 1.0000
1680.0 6.0000 4.0000 40.039 16.523 18.563 34.905 0.0000 0.20000 1.0000
1800.0 6.0000 4.0000 39.672 16.473 18.563 35.014 0.0000 0.20000 1.0000
1920.0 6.0000 4.0000 39.303 16.411 18.563 34.903 0.0000 0.20000 1.0000
2040.0 6.0000 4.0000 38.937 16.775 18.563 35.177 0.0000 0.20000 1.0000
2160.0 6.0000 4.0000 38.570 16.406 18.563 34.614 0.0000 0.20000 1.0000
2280.0 6.0000 4.0000 38.201 16.252 18.563 34.899 0.0000 0.20000 1.0000
2400.0 6.0000 4.0000 37.832 16.270 18.563 34.725 0.0000 0.20000 1.0000
2520.0 6.0000 4.0000 37.464 16.247 18.563 34.663 0.0000 0.20000 1.0000
2640.0 6.0000 4.0000 37.097 16.257 18.563 34.853 0.0000 0.20000 1.0000
2760.0 6.0000 4.0000 36.729 16.417 18.563 34.941 0.0000 0.20000 1.0000
2880.0 5.0000 5.0000 36.365 15.625 23.203 39.167 0.0000 0.20000 1.0000
3000.0 5.0000 5.0000 36.017 15.642 23.203 38.900 0.0000 0.20000 1.0000
3120.0 5.0000 5.0000 35.669 15.581 23.203 38.941 0.0000 0.20000 1.0000
3240.0 5.0000 5.0000 35.321 15.909 23.203 39.114 0.0000 0.20000 1.0000
3360.0 5.0000 5.0000 34.976 15.580 23.203 38.441 0.0000 0.20000 1.0000
3480.0 5.0000 5.0000 34.627 15.391 23.203 38.588 0.0000 0.20000 1.0000
3600.0 5.0000 5.0000 34.282 15.503 23.203 38.993 0.0000 0.20000 1.0000
3720.0 5.0000 5.0000 33.933 14.974 23.203 38.708 0.0000 0.20000 1.0000
3840.0 5.0000 5.0000 33.585 15.590 23.203 38.375 0.0000 0.20000 1.0000
3960.0 5.0000 5.0000 33.238 15.819 23.203 38.760 0.0000 0.20000 1.0000
4080.0 5.0000 5.0000 32.891 15.847 23.203 38.906 0.0000 0.20000 1.0000
4200.0 4.0000 6.0000 32.558 14.414 27.844 42.302 0.0000 0.20000 1.0000
4320.0 4.0000 6.0000 32.231 14.544 27.844 42.656 0.0000 0.20000 1.0000
4440.0 4.0000 6.0000 31.905 14.762 27.844 42.625 0.0000 0.20000 1.0000
4560.0 4.0000 6.0000 31.578 13.945 27.844 42.119 0.0000 0.20000 1.0000
4680.0 4.0000 6.0000 31.251 15.018 27.844 42.545 0.0000 0.20000 1.0000
4800.0 4.0000 6.0000 30.925 14.937 27.844 42.495 0.0000 0.20000 1.0000
4920.0 4.0000 6.0000 30.599 13.921 27.844 42.043 0.0000 0.20000 1.0000
5040.0 4.0000 6.0000 30.275 14.700 27.844 42.386 0.0000 0.20000 1.0000
5160.0 3.0000 7.0000 29.951 13.698 32.484 46.073 0.0000 0.20000 1.0000
5280.0 3.0000 7.0000 29.645 13.589 32.484 46.048 0.0000 0.20000 1.0000
5400.0 3.0000 7.0000 29.340 13.661 32.484 46.199 0.0000 0.20000 1.0000
5520.0 3.0000 7.0000 29.034 13.224 32.484 46.327 0.0000 0.20000 1.0000
5640.0 3.0000 7.0000 28.727 13.857 32.484 46.287 0.0000 0.20000 1.0000
5760.0 3.0000 7.0000 28.422 13.656 32.484 46.054 0.0000 0.20000 1.0000
5880.0 3.0000 7.0000 28.117 13.364 32.484 46.317 0.0000 0.20000 1.0000
6000.0 3.0000 7.0000 27.812 13.259 32.484 46.060 0.0000 0.20000 1.0000
6120.0 3.0000 7.0000 27.507 13.083 32.484 46.087 0.0000 0.20000 1.0000
6240.0 3.0000 7.0000 27.204 13.530 32.484 46.469 0.0000 0.20000 1.0000
6360.0 3.0000 7.0000 26.899 13.213 32.484 45.692 0.0000 0.20000 1.0000
6480.0 3.0000 7.0000 26.593 14.044 32.484 46.515 0.0000 0.20000 1.0000
6600.0 2.0000 8.0000 26.299 12.931 37.125 49.553 0.0000 0.20000 1.0000
6720.0 2.0000 8.0000 26.013 12.435 37.125 49.897 0.0000 0.20000 1.0000
6840.0 2.0000 8.0000 25.729 13.009 37.125 50.114 0.0000 0.20000 1.0000
6960.0 2.0000 8.0000 25.443 12.775 37.125 50.301 0.0000 0.20000 1.0000
7080.0 2.0000 8.0000 25.158 12.464 37.125 49.486 0.0000 0.20000 1.0000
7200.0 2.0000 8.0000 24.872 12.652 37.125 50.095 0.0000 0.20000 1.0000
7320.0 2.0000 8.0000 24.586 12.686 37.125 49.917 0.0000 0.20000 1.0000
