#####################################################################
# Alchemist log file - simulation started at: 2023-05-09T09:32+0000 #
#####################################################################
#
# device_count = 100.0, battery_discharge_time = 1.5, epi_ratio = 10, cloud_epi = 300, low_battery_threshold = 0.0, high_battery_threshold = 100.0, seed = 0.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 100.00 0.0000 53.659 495.00 0.0000 495.00 0.0000 0.0000 0.0000
240.00 100.00 0.0000 52.548 495.00 0.0000 495.00 0.0000 0.0000 0.0000
360.00 100.00 0.0000 51.437 495.00 0.0000 495.00 0.0000 0.0000 0.0000
480.00 100.00 0.0000 50.326 495.00 0.0000 495.00 0.0000 0.0000 0.0000
600.00 100.00 0.0000 49.215 495.00 0.0000 495.00 0.0000 0.0000 0.0000
720.00 100.00 0.0000 48.104 495.00 0.0000 495.00 0.0000 0.0000 0.0000
840.00 100.00 0.0000 46.993 495.00 0.0000 495.00 0.0000 0.0000 0.0000
960.00 100.00 0.0000 45.882 495.00 0.0000 495.00 0.0000 0.0000 0.0000
1080.0 100.00 0.0000 44.776 490.05 0.0000 490.05 1.0000 0.0000 0.0000
1200.0 100.00 0.0000 43.709 490.05 0.0000 490.05 2.0000 0.0000 0.0000
1320.0 100.00 0.0000 42.699 480.15 0.0000 480.15 3.0000 0.0000 0.0000
1440.0 100.00 0.0000 41.846 455.40 0.0000 455.40 8.0000 0.0000 0.0000
1560.0 100.00 0.0000 41.100 450.45 0.0000 450.45 9.0000 0.0000 0.0000
1680.0 100.00 0.0000 40.408 445.50 0.0000 445.50 10.000 0.0000 0.0000
1800.0 100.00 0.0000 39.755 440.55 0.0000 440.55 11.000 0.0000 0.0000
1920.0 100.00 0.0000 39.133 440.55 0.0000 440.55 11.000 0.0000 0.0000
2040.0 100.00 0.0000 38.639 420.75 0.0000 420.75 15.000 0.0000 0.0000
2160.0 100.00 0.0000 38.195 415.80 0.0000 415.80 16.000 0.0000 0.0000
2280.0 100.00 0.0000 37.808 405.90 0.0000 405.90 18.000 0.0000 0.0000
2400.0 100.00 0.0000 37.504 400.95 0.0000 400.95 19.000 0.0000 0.0000
2520.0 100.00 0.0000 37.238 400.95 0.0000 400.95 19.000 0.0000 0.0000
2640.0 100.00 0.0000 36.990 396.00 0.0000 396.00 20.000 0.0000 0.0000
2760.0 100.00 0.0000 36.799 391.05 0.0000 391.05 21.000 0.0000 0.0000
2880.0 100.00 0.0000 36.621 391.05 0.0000 391.05 21.000 0.0000 0.0000
3000.0 100.00 0.0000 36.474 386.10 0.0000 386.10 22.000 0.0000 0.0000
3120.0 100.00 0.0000 36.341 386.10 0.0000 386.10 22.000 0.0000 0.0000
3240.0 100.00 0.0000 36.254 376.20 0.0000 376.20 24.000 0.0000 0.0000
3360.0 100.00 0.0000 36.226 371.25 0.0000 371.25 25.000 0.0000 0.0000
3480.0 100.00 0.0000 36.236 366.30 0.0000 366.30 26.000 0.0000 0.0000
3600.0 100.00 0.0000 36.353 356.40 0.0000 356.40 28.000 0.0000 0.0000
3720.0 100.00 0.0000 36.511 351.45 0.0000 351.45 29.000 0.0000 0.0000
3840.0 100.00 0.0000 36.721 346.50 0.0000 346.50 30.000 0.0000 0.0000
3960.0 100.00 0.0000 36.985 341.55 0.0000 341.55 31.000 0.0000 0.0000
4080.0 100.00 0.0000 37.286 331.65 0.0000 331.65 33.000 0.0000 0.0000
4200.0 100.00 0.0000 37.632 336.60 0.0000 336.60 32.000 0.0000 0.0000
4320.0 100.00 0.0000 37.880 341.55 0.0000 341.55 31.000 0.0000 0.0000
4440.0 100.00 0.0000 38.145 336.60 0.0000 336.60 32.000 0.0000 0.0000
4560.0 100.00 0.0000 38.486 336.60 0.0000 336.60 32.000 0.0000 0.0000
4680.0 100.00 0.0000 38.707 346.50 0.0000 346.50 30.000 0.0000 0.0000
4800.0 100.00 0.0000 38.923 346.50 0.0000 346.50 30.000 0.0000 0.0000
4920.0 100.00 0.0000 39.117 351.45 0.0000 351.45 29.000 0.0000 0.0000
5040.0 100.00 0.0000 39.267 361.35 0.0000 361.35 27.000 0.0000 0.0000
5160.0 100.00 0.0000 39.394 356.40 0.0000 356.40 28.000 0.0000 0.0000
5280.0 100.00 0.0000 39.469 366.30 0.0000 366.30 26.000 0.0000 0.0000
5400.0 100.00 0.0000 39.612 351.45 0.0000 351.45 29.000 0.0000 0.0000
5520.0 100.00 0.0000 39.733 356.40 0.0000 356.40 28.000 0.0000 0.0000
5640.0 100.00 0.0000 39.883 356.40 0.0000 356.40 28.000 0.0000 0.0000
5760.0 100.00 0.0000 40.029 346.50 0.0000 346.50 30.000 0.0000 0.0000
5880.0 100.00 0.0000 40.251 346.50 0.0000 346.50 30.000 0.0000 0.0000
6000.0 100.00 0.0000 40.474 341.55 0.0000 341.55 31.000 0.0000 0.0000
6120.0 100.00 0.0000 40.714 341.55 0.0000 341.55 31.000 0.0000 0.0000
6240.0 100.00 0.0000 40.943 346.50 0.0000 346.50 30.000 0.0000 0.0000
6360.0 100.00 0.0000 41.176 346.50 0.0000 346.50 30.000 0.0000 0.0000
6480.0 100.00 0.0000 41.418 341.55 0.0000 341.55 31.000 0.0000 0.0000
6600.0 100.00 0.0000 41.707 336.60 0.0000 336.60 32.000 0.0000 0.0000
6720.0 100.00 0.0000 41.997 341.55 0.0000 341.55 31.000 0.0000 0.0000
6840.0 100.00 0.0000 42.274 336.60 0.0000 336.60 32.000 0.0000 0.0000
6960.0 100.00 0.0000 42.545 341.55 0.0000 341.55 31.000 0.0000 0.0000
7080.0 100.00 0.0000 42.754 351.45 0.0000 351.45 29.000 0.0000 0.0000
7200.0 100.00 0.0000 42.951 351.45 0.0000 351.45 29.000 0.0000 0.0000
7320.0 100.00 0.0000 43.129 351.45 0.0000 351.45 29.000 0.0000 0.0000
7440.0 100.00 0.0000 43.293 356.40 0.0000 356.40 28.000 0.0000 0.0000
