#####################################################################
# Alchemist log file - simulation started at: 2023-05-11T14:43+0000 #
#####################################################################
#
# device_count = 31.622776601683796, battery_discharge_time = 3, low_battery_threshold = 30, high_battery_threshold = 70, epi_ratio = 3, cloud_epi = 300, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 31.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.01 26.000 5.0000 50.046 114.90 46.406 162.10 0.0000 0.20000 1.0000
240.01 26.000 5.0000 49.210 114.55 46.406 161.14 0.0000 0.20000 1.0000
360.01 23.000 8.0000 48.412 110.81 74.250 185.03 0.0000 0.20000 1.0000
480.01 22.000 9.0000 47.620 107.13 83.531 191.56 0.0000 0.20000 1.0000
600.01 22.000 9.0000 46.839 107.95 83.531 192.65 0.0000 0.20000 1.0000
720.01 22.000 9.0000 46.056 108.78 83.531 191.79 0.0000 0.20000 1.0000
840.01 22.000 9.0000 45.276 107.13 83.531 190.48 0.0000 0.20000 1.0000
960.01 22.000 9.0000 44.495 108.55 83.531 191.02 0.0000 0.20000 1.0000
1080.0 22.000 9.0000 43.714 106.72 83.531 190.59 0.0000 0.20000 1.0000
1200.0 21.000 10.000 42.935 105.23 92.813 198.83 0.0000 0.20000 1.0000
1320.0 20.000 11.000 42.179 104.34 102.09 206.89 0.0000 0.20000 1.0000
1440.0 19.000 12.000 41.431 101.14 111.38 212.83 0.0000 0.20000 1.0000
1560.0 19.000 12.000 40.690 101.89 111.38 212.71 0.0000 0.20000 1.0000
1680.0 19.000 12.000 39.947 102.44 111.38 214.35 0.0000 0.20000 1.0000
1800.0 19.000 12.000 39.207 104.49 111.38 215.53 0.0000 0.20000 1.0000
1920.0 18.000 13.000 38.475 100.24 120.66 220.89 0.0000 0.20000 1.0000
2040.0 17.000 14.000 37.762 98.639 129.94 228.59 0.0000 0.20000 1.0000
2160.0 16.000 15.000 37.052 96.582 139.22 234.41 0.0000 0.20000 1.0000
2280.0 16.000 15.000 36.352 96.725 139.22 236.07 0.0000 0.20000 1.0000
2400.0 16.000 15.000 35.650 96.815 139.22 235.15 0.0000 0.20000 1.0000
2520.0 14.000 17.000 34.961 92.767 157.78 249.16 0.0000 0.20000 1.0000
