#####################################################################
# Alchemist log file - simulation started at: 2023-05-17T21:52+0000 #
#####################################################################
#
# device_count = 100, battery_discharge_time = 6, balance = [20, 80], epi_ratio = 3, cloud_epi = 30, seed = 2
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
120.01 94.0 6.0 57.408 392.75 55.687 445.86 0.0 100.0 16.508 0.16508 0.20000 1.0000
240.01 93.0 7.0 56.534 390.57 64.969 454.41 0.0 100.0 33.109 0.33109 0.20000 1.0000
360.01 90.0 10.0 55.663 383.18 92.812 476.72 0.0 100.0 49.164 0.49164 0.20000 1.0000
480.01 89.0 11.0 54.803 379.83 102.09 484.37 0.0 100.0 64.626 0.64626 0.20000 1.0000
600.01 88.0 12.0 53.950 381.81 111.37 491.91 0.0 100.0 79.701 0.79701 0.20000 1.0000
720.01 87.0 13.0 53.100 376.62 120.66 499.64 0.0 100.0 94.438 0.94438 0.20000 1.0000
840.01 87.0 13.0 52.252 379.02 120.66 502.19 0.0 100.0 107.95 1.0795 0.20000 1.0000
960.01 85.0 15.0 51.410 376.49 139.22 513.36 0.0 100.0 120.47 1.2047 0.20000 1.0000
1080.0 84.0 16.0 50.572 372.69 148.50 522.54 0.0 100.0 132.43 1.3243 0.20000 1.0000
1200.0 82.0 18.0 49.742 368.85 167.06 534.28 0.0 100.0 144.60 1.4460 0.20000 1.0000
1320.0 82.0 18.0 48.914 370.21 167.06 533.51 0.0 100.0 156.51 1.5651 0.20000 1.0000
1440.0 81.0 19.0 48.087 363.96 176.34 542.00 0.0 100.0 168.28 1.6828 0.20000 1.0000
1560.0 77.0 23.0 47.268 359.38 213.47 572.28 0.0 100.0 180.55 1.8055 0.40000 2.0000
1680.0 76.0 24.0 46.464 358.19 222.75 581.33 0.0 100.0 193.18 1.9318 0.40000 2.0000
1800.0 75.0 25.0 45.663 357.67 232.03 586.14 0.0 100.0 205.07 2.0507 0.40000 2.0000
1920.0 74.0 26.0 44.866 353.21 241.31 592.59 0.0 100.0 216.22 2.1622 0.40000 2.0000
2040.0 74.0 26.0 44.072 353.11 241.31 591.21 0.0 100.0 226.56 2.2656 0.40000 2.0000
2160.0 74.0 26.0 43.277 353.85 241.31 593.57 0.0 100.0 236.52 2.3652 0.40000 2.0000
2280.0 74.0 26.0 42.483 349.73 241.31 595.01 0.0 100.0 246.36 2.4636 0.40000 2.0000
2400.0 74.0 26.0 41.688 353.47 241.31 594.76 0.0 100.0 256.39 2.5639 0.40000 2.0000
2520.0 73.0 27.0 40.894 350.32 250.59 601.98 0.0 100.0 266.74 2.6674 0.40000 2.0000
2640.0 71.0 29.0 40.107 348.54 269.16 619.52 0.0 100.0 276.92 2.7692 0.40000 2.0000
2760.0 69.0 31.0 39.330 345.54 287.72 631.89 0.0 100.0 287.74 2.8774 0.40000 2.0000
2880.0 68.0 32.0 38.560 344.38 297.00 641.23 0.0 100.0 299.42 2.9942 0.40000 2.0000
3000.0 68.0 32.0 37.804 339.09 278.44 615.91 1.0 99.0 310.87 3.1087 0.40000 2.0000
3120.0 68.0 32.0 37.077 339.25 278.44 618.21 1.0 99.0 322.79 3.2279 0.40000 2.0000
3240.0 68.0 32.0 36.351 339.32 278.44 618.91 1.0 99.0 335.29 3.3529 0.40000 2.0000
3360.0 68.0 32.0 35.628 335.85 269.16 603.94 1.0 99.0 347.25 3.4725 0.40000 2.0000
3480.0 66.0 34.0 34.909 332.94 287.72 621.12 1.0 99.0 357.90 3.5790 0.40000 2.0000
3600.0 61.0 39.0 34.204 323.34 334.12 657.97 1.0 99.0 367.88 3.6788 0.40000 2.0000
3720.0 61.0 39.0 33.519 321.36 324.84 646.55 2.0 98.0 378.43 3.7843 0.40000 2.0000
3840.0 61.0 39.0 32.865 318.72 324.84 644.09 2.0 98.0 388.66 3.8866 0.40000 2.0000
3960.0 61.0 39.0 32.217 318.64 306.28 621.12 2.0 98.0 398.08 3.9808 0.40000 2.0000
4080.0 61.0 39.0 31.571 317.20 306.28 623.60 2.0 98.0 407.84 4.0784 0.40000 2.0000
4200.0 60.0 40.0 30.928 316.26 315.56 631.75 2.0 98.0 418.04 4.1804 0.40000 2.0000
4320.0 59.0 41.0 30.289 312.63 324.84 634.78 2.0 98.0 428.40 4.2840 0.40000 2.0000
4440.0 58.0 42.0 29.655 312.16 334.12 646.87 2.0 98.0 439.62 4.3962 0.40000 2.0000
4560.0 58.0 42.0 29.024 312.89 334.12 642.81 2.0 98.0 451.50 4.5150 0.40000 2.0000
4680.0 58.0 42.0 28.392 311.85 334.12 646.43 2.0 98.0 463.13 4.6313 0.40000 2.0000
