#####################################################################
# Alchemist log file - simulation started at: 2023-05-15T13:52+0000 #
#####################################################################
#
# device_count = 100, battery_discharge_time = 6, balance = [0, 100], epi_ratio = 3, cloud_epi = 300, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
120.00 100.0 0.0 54.705 398.62 0.0000 400.10 0.0 100.0 16.500 0.16500 0.0000 0.0000
240.00 100.0 0.0 53.802 402.40 0.0000 405.27 0.0 100.0 32.916 0.32916 0.0000 0.0000
360.00 100.0 0.0 52.900 397.28 0.0000 400.72 0.0 100.0 48.952 0.48952 0.0000 0.0000
480.00 100.0 0.0 51.997 403.17 0.0000 403.05 0.0 100.0 64.220 0.64220 0.0000 0.0000
600.00 100.0 0.0 51.095 403.04 0.0000 402.09 0.0 100.0 78.450 0.78450 0.0000 0.0000
720.00 100.0 0.0 50.192 403.88 0.0000 404.71 0.0 100.0 92.416 0.92416 0.0000 0.0000
840.00 100.0 0.0 49.290 401.87 0.0000 402.40 0.0 100.0 106.19 1.0619 0.0000 0.0000
960.00 100.0 0.0 48.387 400.75 0.0000 399.77 0.0 100.0 119.26 1.1926 0.0000 0.0000
1080.0 100.0 0.0 47.484 402.37 0.0000 404.05 0.0 100.0 131.11 1.3111 0.0000 0.0000
1200.0 100.0 0.0 46.580 400.83 0.0000 403.14 0.0 100.0 141.95 1.4195 0.0000 0.0000
1320.0 100.0 0.0 45.677 403.78 0.0000 402.44 0.0 100.0 153.03 1.5303 0.0000 0.0000
1440.0 100.0 0.0 44.775 402.71 0.0000 402.08 0.0 100.0 163.42 1.6342 0.0000 0.0000
1560.0 100.0 0.0 43.876 396.49 0.0000 396.02 0.0 100.0 173.44 1.7344 0.0000 0.0000
1680.0 100.0 0.0 42.982 397.99 0.0000 398.57 0.0 100.0 183.70 1.8370 0.0000 0.0000
1800.0 100.0 0.0 42.088 397.87 0.0000 396.23 0.0 100.0 195.65 1.9565 0.0000 0.0000
1920.0 100.0 0.0 41.197 392.46 0.0000 394.62 0.0 100.0 207.27 2.0727 0.0000 0.0000
2040.0 100.0 0.0 40.334 381.99 0.0000 380.29 0.0 100.0 217.89 2.1789 0.0000 0.0000
2160.0 100.0 0.0 39.481 379.31 0.0000 377.02 0.0 100.0 227.93 2.2793 0.0000 0.0000
2280.0 100.0 0.0 38.632 374.98 0.0000 377.17 0.0 100.0 237.00 2.3700 0.0000 0.0000
2400.0 100.0 0.0 37.790 373.97 0.0000 376.24 1.0 99.0 246.13 2.4613 0.0000 0.0000
2520.0 100.0 0.0 36.984 373.51 0.0000 371.67 1.0 99.0 255.86 2.5586 0.0000 0.0000
2640.0 100.0 0.0 36.185 369.70 0.0000 367.38 1.0 99.0 266.45 2.6645 0.0000 0.0000
2760.0 100.0 0.0 35.397 362.42 0.0000 363.33 1.0 99.0 276.39 2.7639 0.0000 0.0000
2880.0 100.0 0.0 34.618 361.57 0.0000 359.69 1.0 99.0 285.68 2.8568 0.0000 0.0000
3000.0 100.0 0.0 33.844 356.97 0.0000 357.55 1.0 99.0 295.44 2.9544 0.0000 0.0000
3120.0 100.0 0.0 33.082 353.70 0.0000 354.29 1.0 99.0 306.41 3.0641 0.0000 0.0000
3240.0 100.0 0.0 32.330 345.13 0.0000 346.80 1.0 99.0 316.98 3.1698 0.0000 0.0000
3360.0 100.0 0.0 31.593 340.48 0.0000 339.02 1.0 99.0 326.60 3.2660 0.0000 0.0000
3480.0 100.0 0.0 30.858 341.98 0.0000 344.40 1.0 99.0 336.60 3.3660 0.0000 0.0000
3600.0 100.0 0.0 30.153 333.43 0.0000 332.90 2.0 98.0 346.89 3.4689 0.0000 0.0000
3720.0 100.0 0.0 29.494 321.44 0.0000 321.61 3.0 97.0 356.33 3.5633 0.0000 0.0000
3840.0 100.0 0.0 28.908 317.96 0.0000 317.99 4.0 96.0 365.10 3.6510 0.0000 0.0000
3960.0 100.0 0.0 28.330 315.57 0.0000 314.45 4.0 96.0 374.04 3.7404 0.0000 0.0000
4080.0 100.0 0.0 27.759 313.49 0.0000 314.00 4.0 96.0 383.05 3.8305 0.0000 0.0000
4200.0 100.0 0.0 27.204 309.68 0.0000 310.65 5.0 95.0 392.75 3.9275 0.0000 0.0000
4320.0 100.0 0.0 26.725 308.66 0.0000 308.16 7.0 93.0 402.28 4.0228 0.0000 0.0000
4440.0 100.0 0.0 26.318 306.10 0.0000 306.80 10.0 90.0 411.65 4.1165 0.0000 0.0000
4560.0 100.0 0.0 25.977 296.59 0.0000 297.01 10.0 90.0 420.11 4.2011 0.0000 0.0000
