#####################################################################
# Alchemist log file - simulation started at: 2023-05-09T09:34+0000 #
#####################################################################
#
# device_count = 100.0, battery_discharge_time = 3, epi_ratio = 10, cloud_epi = 300, low_battery_threshold = 0.0, high_battery_threshold = 100.0, seed = 0.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 100.00 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 100.00 0.0000 54.206 247.50 0.0000 247.50 0.0000 0.0000 0.0000
240.00 100.00 0.0000 53.650 247.50 0.0000 247.50 0.0000 0.0000 0.0000
360.00 100.00 0.0000 53.095 247.50 0.0000 247.50 0.0000 0.0000 0.0000
480.00 100.00 0.0000 52.539 247.50 0.0000 247.50 0.0000 0.0000 0.0000
600.00 100.00 0.0000 51.984 247.50 0.0000 247.50 0.0000 0.0000 0.0000
720.00 100.00 0.0000 51.428 247.50 0.0000 247.50 0.0000 0.0000 0.0000
840.00 100.00 0.0000 50.872 247.50 0.0000 247.50 0.0000 0.0000 0.0000
960.00 100.00 0.0000 50.317 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1080.0 100.00 0.0000 49.761 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1200.0 100.00 0.0000 49.206 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1320.0 100.00 0.0000 48.650 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1440.0 100.00 0.0000 48.095 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1560.0 100.00 0.0000 47.539 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1680.0 100.00 0.0000 46.984 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1800.0 100.00 0.0000 46.428 247.50 0.0000 247.50 0.0000 0.0000 0.0000
1920.0 100.00 0.0000 45.872 247.50 0.0000 247.50 0.0000 0.0000 0.0000
2040.0 100.00 0.0000 45.317 247.50 0.0000 247.50 0.0000 0.0000 0.0000
2160.0 100.00 0.0000 44.772 245.02 0.0000 245.02 1.0000 0.0000 0.0000
2280.0 100.00 0.0000 44.255 245.02 0.0000 245.02 1.0000 0.0000 0.0000
2400.0 100.00 0.0000 43.739 242.55 0.0000 245.02 2.0000 0.0000 0.0000
2520.0 100.00 0.0000 43.261 242.55 0.0000 242.55 2.0000 0.0000 0.0000
2640.0 100.00 0.0000 42.806 240.07 0.0000 240.07 3.0000 0.0000 0.0000
2760.0 100.00 0.0000 42.432 232.65 0.0000 232.65 6.0000 0.0000 0.0000
2880.0 100.00 0.0000 42.150 227.70 0.0000 227.70 8.0000 0.0000 0.0000
3000.0 100.00 0.0000 41.906 227.70 0.0000 227.70 8.0000 0.0000 0.0000
3120.0 100.00 0.0000 41.680 225.22 0.0000 225.22 9.0000 0.0000 0.0000
3240.0 100.00 0.0000 41.475 225.22 0.0000 225.22 9.0000 0.0000 0.0000
3360.0 100.00 0.0000 41.303 222.75 0.0000 222.75 10.000 0.0000 0.0000
3480.0 100.00 0.0000 41.136 222.75 0.0000 222.75 10.000 0.0000 0.0000
3600.0 100.00 0.0000 40.995 220.27 0.0000 220.27 11.000 0.0000 0.0000
3720.0 100.00 0.0000 40.867 220.27 0.0000 220.27 11.000 0.0000 0.0000
3840.0 100.00 0.0000 40.739 220.27 0.0000 220.27 12.000 0.0000 0.0000
3960.0 100.00 0.0000 40.697 212.85 0.0000 212.85 14.000 0.0000 0.0000
4080.0 100.00 0.0000 40.711 210.37 0.0000 210.37 15.000 0.0000 0.0000
4200.0 100.00 0.0000 40.739 210.37 0.0000 210.37 15.000 0.0000 0.0000
4320.0 100.00 0.0000 40.769 207.90 0.0000 207.90 16.000 0.0000 0.0000
4440.0 100.00 0.0000 40.826 210.37 0.0000 210.37 15.000 0.0000 0.0000
4560.0 100.00 0.0000 40.877 205.42 0.0000 205.42 17.000 0.0000 0.0000
4680.0 100.00 0.0000 40.983 205.42 0.0000 205.42 17.000 0.0000 0.0000
4800.0 100.00 0.0000 41.102 202.95 0.0000 202.95 18.000 0.0000 0.0000
4920.0 100.00 0.0000 41.247 202.95 0.0000 202.95 18.000 0.0000 0.0000
5040.0 100.00 0.0000 41.391 202.95 0.0000 202.95 18.000 0.0000 0.0000
5160.0 100.00 0.0000 41.536 202.95 0.0000 202.95 18.000 0.0000 0.0000
5280.0 100.00 0.0000 41.715 200.47 0.0000 200.47 19.000 0.0000 0.0000
5400.0 100.00 0.0000 41.914 198.00 0.0000 198.00 20.000 0.0000 0.0000
5520.0 100.00 0.0000 42.136 198.00 0.0000 198.00 20.000 0.0000 0.0000
5640.0 100.00 0.0000 42.330 200.47 0.0000 200.47 19.000 0.0000 0.0000
5760.0 100.00 0.0000 42.463 205.42 0.0000 205.42 17.000 0.0000 0.0000
5880.0 100.00 0.0000 42.546 207.90 0.0000 207.90 16.000 0.0000 0.0000
6000.0 100.00 0.0000 42.603 210.37 0.0000 210.37 15.000 0.0000 0.0000
6120.0 100.00 0.0000 42.619 215.32 0.0000 212.85 13.000 0.0000 0.0000
6240.0 100.00 0.0000 42.569 215.32 0.0000 215.32 13.000 0.0000 0.0000
6360.0 100.00 0.0000 42.525 210.37 0.0000 210.37 15.000 0.0000 0.0000
6480.0 100.00 0.0000 42.553 210.37 0.0000 210.37 15.000 0.0000 0.0000
6600.0 100.00 0.0000 42.519 215.32 0.0000 215.32 13.000 0.0000 0.0000
6720.0 100.00 0.0000 42.475 212.85 0.0000 212.85 14.000 0.0000 0.0000
6840.0 100.00 0.0000 42.438 215.32 0.0000 215.32 13.000 0.0000 0.0000
6960.0 100.00 0.0000 42.388 215.32 0.0000 215.32 13.000 0.0000 0.0000
7080.0 100.00 0.0000 42.350 212.85 0.0000 212.85 14.000 0.0000 0.0000
7200.0 100.00 0.0000 42.339 212.85 0.0000 212.85 14.000 0.0000 0.0000
7320.0 100.00 0.0000 42.282 215.32 0.0000 215.32 13.000 0.0000 0.0000
7440.0 100.00 0.0000 42.232 215.32 0.0000 215.32 13.000 0.0000 0.0000
