#####################################################################
# Alchemist log file - simulation started at: 2023-05-14T12:21+0000 #
#####################################################################
#
# device_count = 10.0, battery_discharge_time = 3, low_battery_threshold = 0.0, high_battery_threshold = 100.0, epi_ratio = 30, cloud_epi = 300, seed = 3.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] cloudCost instances 
0.0000 10.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 10.000 0.0000 100.00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
120.00 10.000 0.0000 43.721 78.681 0.0000 79.757 0.0000 0.0000 0.0000
240.00 10.000 0.0000 41.919 80.420 0.0000 80.284 0.0000 0.0000 0.0000
360.00 10.000 0.0000 40.117 80.207 0.0000 81.038 0.0000 0.0000 0.0000
480.00 10.000 0.0000 38.306 81.297 0.0000 80.872 0.0000 0.0000 0.0000
600.00 10.000 0.0000 36.503 78.854 0.0000 81.079 0.0000 0.0000 0.0000
720.00 10.000 0.0000 34.699 79.480 0.0000 79.605 0.0000 0.0000 0.0000
840.00 10.000 0.0000 32.902 80.160 0.0000 79.384 0.0000 0.0000 0.0000
960.00 10.000 0.0000 31.098 80.167 0.0000 78.849 0.0000 0.0000 0.0000
1080.0 10.000 0.0000 29.298 80.120 0.0000 78.326 0.0000 0.0000 0.0000
1200.0 10.000 0.0000 27.489 80.963 0.0000 80.880 0.0000 0.0000 0.0000
1320.0 10.000 0.0000 25.683 78.326 0.0000 79.321 0.0000 0.0000 0.0000
1440.0 10.000 0.0000 23.874 81.489 0.0000 81.447 0.0000 0.0000 0.0000
1560.0 9.0000 0.0000 22.130 73.136 0.0000 73.552 1.0000 0.0000 0.0000
1680.0 9.0000 0.0000 20.838 70.758 0.0000 70.119 1.0000 0.0000 0.0000
1800.0 8.0000 0.0000 19.716 63.171 0.0000 63.575 2.0000 0.0000 0.0000
1920.0 8.0000 0.0000 18.938 64.659 0.0000 63.619 2.0000 0.0000 0.0000
2040.0 8.0000 0.0000 18.155 65.686 0.0000 65.511 2.0000 0.0000 0.0000
2160.0 7.0000 0.0000 17.501 55.733 0.0000 56.320 3.0000 0.0000 0.0000
2280.0 6.0000 0.0000 17.415 47.060 0.0000 47.954 4.0000 0.0000 0.0000
2400.0 6.0000 0.0000 17.666 48.418 0.0000 49.515 4.0000 0.0000 0.0000
2520.0 6.0000 0.0000 17.916 47.402 0.0000 47.236 4.0000 0.0000 0.0000
2640.0 5.0000 0.0000 18.318 39.260 0.0000 38.599 5.0000 0.0000 0.0000
2760.0 5.0000 0.0000 19.083 38.892 0.0000 39.325 5.0000 0.0000 0.0000
2880.0 5.0000 0.0000 19.850 41.480 0.0000 41.703 5.0000 0.0000 0.0000
3000.0 4.0000 0.0000 20.687 31.820 0.0000 32.762 6.0000 0.0000 0.0000
3120.0 4.0000 0.0000 21.964 32.033 0.0000 31.767 6.0000 0.0000 0.0000
3240.0 4.0000 0.0000 23.239 33.512 0.0000 31.653 6.0000 0.0000 0.0000
3360.0 3.0000 0.0000 25.013 23.612 0.0000 23.828 7.0000 0.0000 0.0000
3480.0 3.0000 0.0000 26.805 23.970 0.0000 23.778 7.0000 0.0000 0.0000
3600.0 2.0000 0.0000 28.649 15.348 0.0000 15.894 8.0000 0.0000 0.0000
3720.0 2.0000 0.0000 30.956 16.084 0.0000 16.470 8.0000 0.0000 0.0000
3840.0 2.0000 0.0000 33.261 16.637 0.0000 17.135 8.0000 0.0000 0.0000
3960.0 2.0000 0.0000 35.569 15.151 0.0000 15.583 8.0000 0.0000 0.0000
4080.0 2.0000 0.0000 37.875 16.316 0.0000 15.994 8.0000 0.0000 0.0000
4200.0 1.0000 0.0000 40.567 8.0946 0.0000 7.6651 9.0000 0.0000 0.0000
4320.0 1.0000 0.0000 43.386 8.5462 0.0000 7.9625 9.0000 0.0000 0.0000
4440.0 1.0000 0.0000 46.205 7.9427 0.0000 8.0255 9.0000 0.0000 0.0000
4560.0 2.0000 0.0000 48.963 15.950 0.0000 15.956 8.0000 0.0000 0.0000
4680.0 2.0000 0.0000 51.268 15.817 0.0000 15.753 8.0000 0.0000 0.0000
4800.0 2.0000 0.0000 53.574 16.211 0.0000 15.801 8.0000 0.0000 0.0000
4920.0 2.0000 0.0000 55.879 15.637 0.0000 16.108 8.0000 0.0000 0.0000
5040.0 3.0000 0.0000 57.719 23.229 0.0000 24.204 7.0000 0.0000 0.0000
5160.0 5.0000 0.0000 58.981 41.946 0.0000 39.421 5.0000 0.0000 0.0000
5280.0 5.0000 0.0000 59.742 40.383 0.0000 39.362 5.0000 0.0000 0.0000
5400.0 5.0000 0.0000 60.506 40.114 0.0000 38.785 5.0000 0.0000 0.0000
5520.0 5.0000 0.0000 61.258 40.588 0.0000 40.253 5.0000 0.0000 0.0000
5640.0 5.0000 0.0000 62.017 40.279 0.0000 41.274 5.0000 0.0000 0.0000
5760.0 5.0000 0.0000 62.779 40.743 0.0000 40.240 5.0000 0.0000 0.0000
5880.0 6.0000 0.0000 63.260 48.388 0.0000 48.835 4.0000 0.0000 0.0000
6000.0 6.0000 0.0000 63.510 48.736 0.0000 48.406 4.0000 0.0000 0.0000
6120.0 7.0000 0.0000 63.603 56.104 0.0000 56.144 3.0000 0.0000 0.0000
6240.0 7.0000 0.0000 63.338 55.575 0.0000 56.544 3.0000 0.0000 0.0000
6360.0 7.0000 0.0000 63.077 56.839 0.0000 57.123 3.0000 0.0000 0.0000
6480.0 7.0000 0.0000 62.813 57.107 0.0000 56.695 3.0000 0.0000 0.0000
6600.0 8.0000 0.0000 62.349 66.883 0.0000 65.044 2.0000 0.0000 0.0000
6720.0 8.0000 0.0000 61.572 63.972 0.0000 63.641 2.0000 0.0000 0.0000
6840.0 8.0000 0.0000 60.798 62.486 0.0000 63.627 2.0000 0.0000 0.0000
6960.0 8.0000 0.0000 60.016 64.504 0.0000 65.080 2.0000 0.0000 0.0000
7080.0 8.0000 0.0000 59.233 63.584 0.0000 63.911 2.0000 0.0000 0.0000
7200.0 8.0000 0.0000 58.457 64.200 0.0000 64.783 2.0000 0.0000 0.0000
